¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1217"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
79,538D²Ä¤@©¾§µ,7.03,0,7000,,80,538F²Ä¤@½_ÑL,7.06,5000,0 
81,538W²Ä¤@µØ¦¿,7.04,1000,0,,82,5600¥Ã    ¿³,7.03,10000,0 
83,5604¥Ã¿³¤j¼[,7.09,0,9,,84,5855²Î¤@¥x«n,7.06,2000,0 
85,5856²Î¤@¥x¤¤,7.03,3000,0,,86,5856²Î¤@¥x¤¤,7.06,3000,0 
87,5858²Î¤@¹Å¸q,7.02,20000,0,,88,5858²Î¤@¹Å¸q,7.03,20000,0 
89,5858²Î¤@¹Å¸q,7.04,20000,0,,90,5859²Î¤@«ÌªF,7.02,0,5000 
91,585B²Î¤@¥Ã©M,7.03,0,3000,,92,585B²Î¤@¥Ã©M,7.08,3000,0 
93,585g²Î¤@¥­Âí,7.05,0,16000,,94,585H²Î¤@®ç¶é,7.05,2000,0 
95,585Q²Î¤@¤T¦h,7.07,1000,0,,96,585Y²Î¤@¤g«°,7.07,0,3000 
97,5920¤¸    ´I,7.09,5000,0,,98,5922¤¸´I·s©±,7.05,1000,0 
99,5923¤¸´I¤T­«,7.03,0,3000,,100,5923¤¸´I¤T­«,7.05,10000,0 
101,5926¤¸´I¥|ºû,7.09,0,80,,102,5927¤¸´IªL¶é,7.04,10000,0 
103,592C¤¸´I¼é¬w,7.03,5000,0,,104,592C¤¸´I¼é¬w,7.06,7000,0 
105,592C¤¸´I¼é¬w,7.08,6000,0,,106,592C¤¸´I¼é¬w,7.09,2000,0 
107,592l¤¸´I¤j¸Î,7.06,0,8000,,108,592m¤¸´I¦¨¥\,7.03,2000,0 
109,592m¤¸´I¦¨¥\,7.07,0,4000,,110,592N¤¸´Iªê§À,7.03,0,7000 
111,592V¤¸´I¥ÁÅv,7.07,0,4000,,112,592W¤¸´I¦N§Q,7.03,8000,0 
113,592y¤¸´Iªá½¬,7.03,15000,0,,114,592y¤¸´Iªá½¬,7.05,6000,3000 
115,592y¤¸´Iªá½¬,7.08,0,14000,,116,592Z¤¸´I¦w«n,7.03,0,26000 
117,592Z¤¸´I¦w«n,7.04,0,40000,,118,601d™W¨ÈøÊÂ×,7.07,1000,0 
119,601d™W¨ÈøÊÂ×,7.09,80,0,,120,6110¥x¤¤»È,7.03,0,1000 
121,6162¤¤«H°U©¾,7.06,0,2000,,122,6162¤¤«H°U©¾,7.09,0,154 
123,616A¤¤«H¤¤Ãc,7.05,0,8000,,124,616K¤¤«H°U°ª,7.07,0,1000 
125,6383¥ú©M©M¬ü,7.03,0,13000,,126,6383¥ú©M©M¬ü,7.05,3000,0 
127,6383¥ú©M©M¬ü,7.06,10000,0,,128,6383¥ú©M©M¬ü,7.09,1000,0 
129,6385¥ú©Mªá¾Â,7.06,2000,0,,130,638D¥ú©M°ª¶¯,7.07,3000,0 
131,6460¤j    ©÷,7.10,1000,0,,132,6464¤j©÷·s©±,7.03,1000,0 
133,6464¤j©÷·s©±,7.05,0,2000,,134,6913¼w«H·sÀç,7.06,5000,0 
135,7006¥üÂ×¥x«n,7.03,1000,0,,136,7007¥üÂ×¦Ë¥_,7.04,0,1000 
137,7008¥üÂ×¤T­«,7.09,202,0,,138,700B¥üÂ×ªO¾ô,7.02,0,35000 
139,700B¥üÂ×ªO¾ô,7.03,1000,0,,140,700B¥üÂ×ªO¾ô,7.04,2000,0 
141,700d¥üÂ×¹ü¤Æ,7.02,4000,0,,142,700d¥üÂ×¹ü¤Æ,7.09,0,4000 
143,700f¥üÂ×³À´ä,7.03,5000,0,,144,700f¥üÂ×³À´ä,7.08,5000,0 
145,700H¥üÂ×ªFªù,7.09,0,646,,146,700J¥üÂ×¤½¯q,7.03,1000,0 
147,700K¥üÂ×·sÀç,7.07,0,4000,,148,700K¥üÂ×·sÀç,7.08,2000,0 
149,700K¥üÂ×·sÀç,7.10,0,10000,,150,700N¥üÂ×®HáY,7.08,10000,0 
151,700r¥üÂ×Ä_¦¨,7.02,2000,0,,152,700r¥üÂ×Ä_¦¨,7.03,4000,0 
153,700R¥üÂ×¤p´ä,7.02,0,15000,,154,700s¥üÂ×©£¤s,7.06,0,50000 
155,700U¥üÂ×®çÅa,7.09,0,5000,,156,700V¥üÂ×·s¦Ë,7.05,0,10000 
157,700V¥üÂ×·s¦Ë,7.09,0,10000,,158,700w¥üÂ×·s²ø,7.03,1000,0 
159,700W¥üÂ×«°¤¤,7.02,1000,0,,160,700W¥üÂ×«°¤¤,7.03,3000,0 
161,700W¥üÂ×«°¤¤,7.04,1000,0,,162,700Z¥üÂ×°ª¶¯,7.05,1000,2000 
163,703B­P©M±R¼w,7.02,1000,0,,164,7790°ê²¼ºî¦X,7.03,0,2000 
165,7790°ê²¼ºî¦X,7.04,0,2000,,166,7790°ê²¼ºî¦X,7.05,0,3000 
167,7792°ê²¼¥_§ë,7.04,0,1000,,168,779H°ê²¼¹Å¸q,7.07,0,20000 
169,779j°ê²¼©M¥­,7.08,0,5000,,170,779V°ê²¼¤Ñ²»,7.04,0,1000 
171,779W°ê²¼¹ü¤Æ,7.09,0,5000,,172,8150¥x    ·s,7.02,0,3000 
173,8150¥x    ·s,7.08,1000,0,,174,8151¥x·s«Ø¥_,7.06,0,10000 
175,8157¥x·s¥ª·£,7.03,2000,0,,176,8157¥x·s¥ª·£,7.06,6000,0 
177,8158¥x·sªQ¦¿,7.03,10000,0,,178,8158¥x·sªQ¦¿,7.05,5000,0 
179,8159¥x·s¥x«n,7.02,1000,0,,180,815A¥x·s°ª¶¯,7.08,0,100000 
181,815B¥x·s¥x¤¤,7.03,8000,0,,182,815Y¥x·s·sÀç,7.03,1000,0 
183,815Y¥x·s·sÀç,7.06,2000,0,,184,8440¼¯®Ú¤j³q,7.02,0,2000 
185,8440¼¯®Ú¤j³q,7.03,0,21000,,186,8440¼¯®Ú¤j³q,7.04,0,28000 
187,8440¼¯®Ú¤j³q,7.05,0,17000,,188,8440¼¯®Ú¤j³q,7.08,20000,1000 
189,8440¼¯®Ú¤j³q,7.09,29000,0,,190,8451±d©M©µ¥­,7.03,0,3000 
191,8455±d©M¥x¤¤,7.05,0,5000,,192,845A±d©M¤º´ò,7.02,1000,0 
193,845A±d©M¤º´ò,7.03,10000,0,,194,845J±d©M°ª¶¯,7.03,2000,2000 
195,845J±d©M°ª¶¯,7.09,0,210,,196,845R±d©M¥ÛµP,7.02,5000,0 
197,845R±d©M¥ÛµP,7.03,6000,0,,198,845R±d©M¥ÛµP,7.07,3000,0 
199,845R±d©M¥ÛµP,7.08,3000,0,,200,845S±d©M«n®r,7.03,0,2000 
201,8520¤¤    ¹A,7.08,1000,0,,202,8560·s    ¥ú,7.03,2000,0 
203,8561·s¥ú¥x¤¤,7.02,2000,0,,204,8561·s¥ú¥x¤¤,7.03,6000,0 
205,8582Áp¨¹¹Å¸q,7.02,5000,0,,206,8582Áp¨¹¹Å¸q,7.05,5000,0 
207,8585Áp¨¹¤T­«,7.05,4000,0,,208,8587Áp¨¹¿³¤¤,7.07,0,1000 
209,8587Áp¨¹¿³¤¤,7.09,0,1000,,210,8711¶§«H¥ÛµP,7.03,3000,0 
211,8841¥É¤sÂù©M,7.02,3000,0,,212,8842¥É¤s·s²ø,7.02,5000,0 
213,8844¥É¤sªQ¦¿,7.03,2000,0,,214,8844¥É¤sªQ¦¿,7.07,3000,0 
215,8848¥É¤s¹Å¸q,7.06,2000,0,,216,8849¥É¤s¥x¤j,7.03,1000,0 
217,8849¥É¤s¥x¤j,7.05,5000,0,,218,884A¥É¤s¤hªL,7.03,0,5000 
219,884B¥É¤s¥x¤¤,7.09,1000,0,,220,884D¥É¤s¥ªÀç,7.03,3000,0 
221,884E¥É¤s«°¤¤,7.05,5000,0,,222,884F¥É¤s®ç¶é,7.07,1000,0 
223,884J¥É¤s¤j¨½,7.02,10000,0,,224,8882°ê®õ¥x¤¤,7.02,1000,0 
225,8882°ê®õ¥x¤¤,7.05,3000,0,,226,8882°ê®õ¥x¤¤,7.06,0,1000 
227,8885°ê®õ®ç¶é,7.02,1000,0,,228,8886°ê®õ·s²ø,7.08,1000,0 
229,8888°ê®õ´°«n,7.07,0,1000,,230,888A°ê®õÀ]«e,7.07,1000,0 
231,910D¸s¯q¤j¿³,7.03,2000,0,,232,9131¸s¯q¥ÁÅv,7.06,5000,0 
233,9134¸s¯q¶}¤¸,7.06,0,1000,,234,9137¸s¯q¤hªL,7.06,0,2000 
235,9137¸s¯q¤hªL,7.07,0,13000,,236,9137¸s¯q¤hªL,7.08,0,5000 
237,9137¸s¯q¤hªL,7.09,0,300,,238,9138¸s¯q¤¤´ä,7.05,5000,0 
239,913D¸s¯q¼æ¤l,7.09,20000,0,,240,913E¸s¯q°ò¶©,7.02,5000,0 
241,913E¸s¯q°ò¶©,7.03,1000,0,,242,913E¸s¯q°ò¶©,7.04,5000,0 
243,913E¸s¯q°ò¶©,7.07,1000,0,,244,913E¸s¯q°ò¶©,7.08,7000,0 
245,913U¸s¯q±R¼w,7.03,3000,2000,,246,913U¸s¯q±R¼w,7.09,328,0 
247,913Y¸s¯qÀ]«e,7.03,8000,0,,248,913Y¸s¯qÀ]«e,7.08,0,10000 
249,913Y¸s¯qÀ]«e,7.09,342,0,,250,9189¸s¯q®ç¶é,7.06,1000,0 
251,918c¸s¯q»ñ¤s,7.03,3000,0,,252,918H¸s¯q¤¤¤s,7.03,5000,0 
253,918K¸s¯qªF´ò,7.06,0,20000,,254,918K¸s¯qªF´ò,7.10,2000,0 
255,918L¸s¯q«Ø¦¨,7.03,8000,0,,256,918L¸s¯q«Ø¦¨,7.04,3000,0 
257,918L¸s¯q«Ø¦¨,7.06,13000,0,,258,918L¸s¯q«Ø¦¨,7.09,0,6000 
259,918M¸s¯q¹Å¸q,7.02,0,1000,,260,918M¸s¯q¹Å¸q,7.03,0,1000 
261,918M¸s¯q¹Å¸q,7.05,0,2000,,262,918M¸s¯q¹Å¸q,7.06,0,8000 
263,918u¸s¯q·çÂ×,7.05,2000,0,,264,918W¸s¯q©¾§µ,7.02,5000,0 
265,918z¸s¯q©yÄõ,7.04,1000,0,,266,9206³Í°ò°ª¶¯,7.06,0,1000 
267,920A³Í°òªO¾ô,7.03,2000,0,,268,920D³Í°ò¥«©²,7.02,1000,0 
269,920F³Í°ò¯¸«e,7.02,50000,10000,,270,920F³Í°ò¯¸«e,7.03,3000,0 
271,920F³Í°ò¯¸«e,7.07,10000,0,,272,920M³Í°ò©yÄõ,7.03,0,2000 
273,9211³Í°ò¥x«n,7.02,1000,0,,274,9216³Í°ò«H¸q,7.03,0,12000 
275,9217³Í°òªQ¤s,7.09,0,1000,,276,921G³Í°ò¤­ªÑ,7.08,5000,0 
277,921G³Í°ò¤­ªÑ,7.09,2000,0,,278,921J³Í°ò¤g«°,7.08,0,10000 
279,921J³Í°ò¤g«°,7.09,0,8000,,280,9223³Í°òÂ×¤¤,7.09,0,11 
281,9225³Í°ò¤º®H,7.03,1000,0,,282,9225³Í°ò¤º®H,7.09,0,98 
283,9227³Í°ò«°¤¤,7.03,0,10000,,284,9233³Í°òªø©°,7.07,11000,0 
285,9233³Í°òªø©°,7.08,4000,0,,286,9235³Í°ò¥ÃµØ,7.04,1000,0 
287,9236³Í°òªê§À,7.05,1000,0,,288,9236³Í°òªê§À,7.06,1000,0 
289,9238³Í°ò¤hªL,7.06,30000,0,,290,9254³Í°ò¬ì¶é,7.06,5000,0 
291,9268³Í°ò¥x¥_,7.06,1000,0,,292,9274³Í°ò»ñ¤s,7.05,0,2000 
293,9274³Í°ò»ñ¤s,7.09,0,30,,294,9276³Í°ò­]®ß,7.06,1000,0 
295,9285³Í°ò¤¤Ãc,7.02,5000,0,,296,9302µØ«n¥x¤¤,7.05,2000,10000 
297,9303µØ«n°ª¶¯,7.07,1000,0,,298,9303µØ«n°ª¶¯,7.09,70,0 
299,9316µØ«n²H¤ô,7.03,2000,0,,300,9316µØ«n²H¤ô,7.08,0,1000 
301,9316µØ«n²H¤ô,7.09,0,2000,,302,9319µØ«nÅaºq,7.05,1000,0 
303,9319µØ«nÅaºq,7.06,1000,0,,304,9322µØ«n¤½¸Û,7.02,1000,0 
305,9324µØ«n©£¤s,7.07,1000,0,,306,9331µØ«n»ñ¤s,7.04,4000,0 
307,9331µØ«n»ñ¤s,7.06,0,15000,,308,9331µØ«n»ñ¤s,7.07,0,15000 
309,9337µØ«n¤ºÃc,7.02,9000,0,,310,9339µØ«n¦Ë¥_,7.09,0,1 
311,9349µØ«n¦X®õ,7.03,20000,0,,312,9358µØ«nªF¶Õ,7.02,10000,0 
313,9377µØ«nªê§À,7.09,10,0,,314,9608´I¨¹¥xªF,7.03,1000,0 
315,9614´I¨¹°ò¶©,7.03,0,10000,,316,9623´I¨¹¥x¥_,7.03,0,5000 
317,9623´I¨¹¥x¥_,7.04,1000,0,,318,9623´I¨¹¥x¥_,7.09,0,75 
319,9624´I¨¹¦Ë¥_,7.05,1000,0,,320,9627´I¨¹¤º´ò,7.05,1000,0 
321,9634´I¨¹Ã¹ªF,7.02,0,1000,,322,9634´I¨¹Ã¹ªF,7.03,0,1000 
323,9636´I¨¹¤¤Ãc,7.03,1000,0,,324,9651´I¨¹¥Á¥Í,7.09,5000,0 
325,9655´I¨¹ªO¾ô,7.02,3000,0,,326,9658´I¨¹«Ø°ê,7.02,10000,0 
327,9659´I¨¹°ª¶¯,7.03,3000,5000,,328,965U´I¨¹¹ü¤Æ,7.03,5000,0 
329,9661´I¨¹·s©±,7.03,0,8000,,330,9661´I¨¹·s©±,7.09,8000,0 
331,9666´I¨¹«n¤Ù,7.05,1000,0,,332,9667´I¨¹¥x«n,7.08,5000,0 
333,966F´I¨¹¥ªÀç,7.07,1000,0,,334,9692´I¨¹¹Å¸q,7.07,0,4000 
335,9692´I¨¹¹Å¸q,7.08,0,5000,,336,9692´I¨¹¹Å¸q,7.09,10,14000 
337,9693´I¨¹·sÀç,7.03,2000,0,,338,9800¤¸¤j,7.03,4000,0 
339,980a¤¸¤j©Ó¼w,7.02,2000,0,,340,980d¤¸¤j¨F³À,7.03,0,6000 
341,980d¤¸¤j¨F³À,7.04,0,1000,,342,980d¤¸¤j¨F³À,7.09,0,1000 
343,980D¤¸¤j¶}¤¸,7.09,5010,0,,344,980u¤¸¤j©²«°,7.03,0,10000 
345,980u¤¸¤j©²«°,7.06,10000,0,,346,980u¤¸¤j©²«°,7.09,580,0 
347,9814¤¸¤j¤j¯q,7.03,2000,0,,348,9814¤¸¤j¤j¯q,7.04,2000,0 
349,9816¤¸¤j·s¦Ë,7.02,2000,0,,350,9816¤¸¤j·s¦Ë,7.09,0,2000 
351,9817¤¸¤jªF®õ,7.07,10000,0,,352,981D¤¸¤j«n§ë,7.08,0,2000 
353,981F¤¸¤jºÖÀç,7.02,0,60000,,354,981F¤¸¤jºÖÀç,7.07,2000,0 
355,981g¤¸¤j¤j¨½,7.03,3000,0,,356,981h¤¸¤j«Ì¥Í,7.04,1000,0 
357,981M¤¸¤j­]®ß,7.08,2000,0,,358,981N¤¸¤jª÷ªù,7.03,0,1000 
359,981N¤¸¤jª÷ªù,7.04,1000,0,,360,981N¤¸¤jª÷ªù,7.05,1000,0 
361,981N¤¸¤jª÷ªù,7.06,1000,0,,362,981q¤¸¤j¸UµØ,7.07,0,20000 
363,981Q¤¸¤j¤Ó¥­,7.05,5000,0,,364,981U¤¸¤jµØ¤s,7.09,0,2 
365,981y¤¸¤jµ½¤Æ,7.02,3000,0,,366,981z¤¸¤j¤j²Î,7.02,0,71000 
367,982A¤¸¤jÃ¹ªF,7.09,200,0,,368,982C¤¸¤j¤»¦X,7.03,2000,0 
369,9831¤¸¤j¥|ºû,7.05,0,20000,,370,9831¤¸¤j¥|ºû,7.07,0,10000 
371,9833¤¸¤j´°¤Æ,7.03,0,35000,,372,983f¤¸¤j¦ËªF,7.08,1000,0 
373,983i¤¸¤j¤j¶®,7.10,8000,0,,374,983V¤¸¤j¦Ë«n,7.03,10000,4000 
375,983Z¤¸¤j»ñ¤s,7.03,0,2000,,376,983Z¤¸¤j»ñ¤s,7.05,3000,0 
377,984H¤¸¤j´º¬ü,7.03,0,3000,,378,984H¤¸¤j´º¬ü,7.04,1000,0 
379,9852¤¸¤j¤jªQ,7.03,30000,0,,380,9854¤¸¤j¿³¦w,7.08,5000,5000 
381,986K¤¸¤j°ò§µ,7.06,2000,0,,382,9874¤¸¤jÂù©M,7.06,2000,0 
383,9875¤¸¤j¥Ã¹ç,7.02,0,5000,,384,9875¤¸¤j¥Ã¹ç,7.04,2000,0 
385,987A¤¸¤j·¨±ö,7.05,1000,0,,386,9888¤¸¤jøÊ¥Ã,7.02,0,1000 
387,9888¤¸¤jøÊ¥Ã,7.03,0,3000,,388,9891¤¸¤j¥Ã©M,7.08,0,1000 
389,9897¤¸¤j¤g«°,7.09,0,450,,390,9899¤¸¤j²H¤ô,7.02,24000,0 
391,9899¤¸¤j²H¤ô,7.04,26000,0,,392,989a¤¸¤j­b¸Ì,7.08,0,4000 
393,989D¤¸¤j¥ªÀç,7.03,29000,0,,394,989E¤¸¤j¯ó¤Ù,7.04,2000,0 
395,989E¤¸¤j¯ó¤Ù,7.08,1000,0,,396,989g¤¸¤j¹Å¸q,7.03,3000,0 
397,989G¤¸¤j¤j¦P,7.03,0,3000,,398,989j¤¸¤j¾ðªL,7.03,0,1000 
399,989j¤¸¤j¾ðªL,7.04,0,3000,,400,989j¤¸¤j¾ðªL,7.08,10000,0 
401,989J¤¸¤j¹ü¥Í,7.03,0,6000,,402,989N¤¸¤j¤º´ò,7.09,0,1000 
403,989Q¤¸¤j¦Á¤î,7.02,5000,0,,404,989S¤¸¤j³À´ä,7.06,0,5000 
405,989V¤¸¤j¥_­«,7.03,10000,0,,406,989W¤¸¤j¯¸«e,7.03,1000,0 
407,989Z¤¸¤j¤p´ä,7.04,1000,0,,408,9A69¥ÃÂ×«ÌªF,7.02,1000,0 
409,9A91¥ÃÂ×ªQ¤s,7.02,0,1000,,410,9A96¥ÃÂ×³Õ·R,7.02,0,1000 
411,9A97¥ÃÂ×·s¦Ë,7.02,2000,0,,412,9A9a¥ÃÂ×­d¶®,7.05,1000,0 
413,9A9a¥ÃÂ×­d¶®,7.07,1000,0,,414,9A9A¥ÃÂ×Ã¹ªF,7.03,2000,0 
415,9A9B¥ÃÂ×¤¤©M,7.06,2000,0,,416,9A9B¥ÃÂ×¤¤©M,7.08,3000,0 
417,9A9D¥ÃÂ×©¾§µ,7.05,3000,0,,418,9A9e¥ÃÂ×°ª¶¯,7.02,5000,0 
419,9A9h¥ÃÂ×¥x«n,7.03,0,5000,,420,9A9h¥ÃÂ×¥x«n,7.09,5000,0 
421,9A9H¥ÃÂ×·s²ø,7.05,0,1000,,422,9A9P¥ÃÂ×¦Ë¥_,7.09,0,1000 
423,9A9q¥ÃÂ×¼é¬w,7.07,2000,0,,424,9A9Q¥ÃÂ×Â×­ì,7.06,0,2000 
425,9A9s¥ÃÂ×¹ü¤Æ,7.08,2000,0,,426,9A9S¥ÃÂ×«n¨Ê,7.03,3000,0 
427,9A9W¥ÃÂ×¥«¬F,7.02,1000,0,,428,9A9W¥ÃÂ×¥«¬F,7.06,1000,0 
