¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1102"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
319,592U¤¸´I©yÄõ,43.35,2000,0,,320,592U¤¸´I©yÄõ,43.75,1000,0 
321,592v¤¸´I®ç¶é,43.50,1000,0,,322,592W¤¸´I¦N§Q,43.30,1000,0 
323,592y¤¸´Iªá½¬,43.60,0,2000,,324,592z¤¸´I¤å¤ß,43.45,1000,0 
325,592z¤¸´I¤å¤ß,43.50,0,1000,,326,5960¤é    ­Z,43.40,1000,0 
327,6012¡¹¨Èºô¸ô,43.30,1000,0,,328,6012¡¹¨Èºô¸ô,43.40,2000,0 
329,6012¡¹¨Èºô¸ô,43.50,5000,0,,330,601d™W¨ÈøÊÂ×,43.25,1000,0 
331,601d™W¨ÈøÊÂ×,43.30,1000,0,,332,601d™W¨ÈøÊÂ×,43.40,1000,0 
333,601d™W¨ÈøÊÂ×,43.45,3000,0,,334,601d™W¨ÈøÊÂ×,43.50,1000,0 
335,601d™W¨ÈøÊÂ×,43.55,1000,0,,336,601d™W¨ÈøÊÂ×,43.75,4000,0 
337,611A¤¤»ÈÂ×­ì,43.30,0,1000,,338,611A¤¤»ÈÂ×­ì,43.60,2000,0 
339,6160¤¤°ê«H°U,43.25,5000,0,,340,6160¤¤°ê«H°U,43.45,1000,0 
341,6160¤¤°ê«H°U,43.70,1000,0,,342,6161¤¤«H¤T­«,43.50,1000,0 
343,6163¤¤«H°U¥Ã,43.30,1000,0,,344,6163¤¤«H°U¥Ã,43.70,1000,0 
345,616K¤¤«H°U°ª,43.30,3000,0,,346,616K¤¤«H°U°ª,43.40,1000,0 
347,616K¤¤«H°U°ª,43.45,15000,0,,348,616K¤¤«H°U°ª,43.50,20000,0 
349,616K¤¤«H°U°ª,43.70,1000,0,,350,6210·s ¦Ê ¤ý,43.50,5000,0 
351,6382¥ú©M¥Ð¤¤,43.45,1000,0,,352,6382¥ú©M¥Ð¤¤,43.55,1000,0 
353,6383¥ú©M©M¬ü,43.40,5000,0,,354,6383¥ú©M©M¬ü,43.60,5000,0 
355,638A¥ú©M¹Å¸q,43.30,1000,0,,356,6450¥Ã    ¥þ,43.35,0,1000 
357,6450¥Ã    ¥þ,43.55,1000,0,,358,6460¤j    ©÷,43.45,0,1000 
359,6460¤j    ©÷,43.55,0,1000,,360,6460¤j    ©÷,43.70,1000,0 
361,6462¤j©÷¦w±d,43.75,3000,0,,362,6463¤j©÷·s¦Ë,43.45,1000,0 
363,6464¤j©÷·s©±,43.55,1000,0,,364,6464¤j©÷·s©±,43.70,1000,0 
365,6465¤j©÷®ç¶é,43.50,2000,0,,366,6465¤j©÷®ç¶é,43.70,1000,0 
367,6465¤j©÷®ç¶é,43.75,1000,0,,368,6950ºÖ    ³Ó,43.35,2000,0 
369,7001¥üÂ×¹Å¸q,43.45,1000,0,,370,7005¥üÂ×¤¤´ä,43.30,1000,0 
371,7005¥üÂ×¤¤´ä,43.35,1000,0,,372,7005¥üÂ×¤¤´ä,43.45,1000,0 
373,7005¥üÂ×¤¤´ä,43.55,1000,0,,374,7005¥üÂ×¤¤´ä,43.65,1000,0 
375,7007¥üÂ×¦Ë¥_,43.30,1000,0,,376,7007¥üÂ×¦Ë¥_,43.35,2000,0 
377,7007¥üÂ×¦Ë¥_,43.45,1000,0,,378,7007¥üÂ×¦Ë¥_,43.55,1000,0 
379,7009¥üÂ×´º¬ü,43.55,2000,0,,380,700C¥üÂ×¨ÓºÖ,43.50,3000,0 
381,700I¥üÂ×¥_°ª,43.30,1000,0,,382,700I¥üÂ×¥_°ª,43.45,1000,0 
383,700I¥üÂ×¥_°ª,43.50,2000,0,,384,700I¥üÂ×¥_°ª,43.55,1000,0 
385,700I¥üÂ×¥_°ª,43.70,0,1000,,386,700k¥üÂ×­ûªL,43.25,0,1000 
387,700k¥üÂ×­ûªL,43.55,1000,0,,388,700k¥üÂ×­ûªL,43.70,1000,0 
389,700K¥üÂ×·sÀç,43.30,5000,0,,390,700K¥üÂ×·sÀç,43.35,2000,0 
391,700K¥üÂ×·sÀç,43.50,5000,0,,392,700K¥üÂ×·sÀç,43.55,5000,0 
393,700M¥üÂ×®ç¶é,43.30,1000,0,,394,700M¥üÂ×®ç¶é,43.50,1000,0 
395,700M¥üÂ×®ç¶é,43.55,1000,0,,396,700M¥üÂ×®ç¶é,43.70,5000,0 
397,700N¥üÂ×®HáY,43.50,1000,0,,398,700P¥üÂ×«n¨Ê,43.30,1000,0 
399,700P¥üÂ×«n¨Ê,43.35,3000,0,,400,700P¥üÂ×«n¨Ê,43.50,2000,0 
401,700P¥üÂ×«n¨Ê,43.55,3000,0,,402,700P¥üÂ×«n¨Ê,43.75,2000,0 
403,700r¥üÂ×Ä_¦¨,43.75,1000,0,,404,700S¥üÂ×¤j¦P,43.30,0,1000 
405,700S¥üÂ×¤j¦P,43.35,1000,0,,406,700U¥üÂ×®çÅa,43.50,1000,0 
407,700Z¥üÂ×°ª¶¯,43.30,0,1000,,408,700Z¥üÂ×°ª¶¯,43.35,3000,0 
409,700Z¥üÂ×°ª¶¯,43.75,1000,0,,410,7070Â×    ¹A,43.50,1000,0 
411,7080¥Û    ¾ô,43.55,0,2000,,412,7790°ê²¼ºî¦X,43.50,3000,0 
413,7791°ê²¼¥xªF,43.50,1000,0,,414,7797°ê²¼¤¤¥¿,43.30,1000,0 
415,7797°ê²¼¤¤¥¿,43.55,1000,0,,416,7798°ê²¼¤ºÃc,43.25,5000,0 
417,7798°ê²¼¤ºÃc,43.30,2000,0,,418,7798°ê²¼¤ºÃc,43.80,1000,0 
419,779c°ê²¼´°¥_,43.45,67000,0,,420,779c°ê²¼´°¥_,43.50,108000,0 
421,779c°ê²¼´°¥_,43.55,81000,0,,422,779c°ê²¼´°¥_,43.60,183000,0 
423,779c°ê²¼´°¥_,43.65,25000,0,,424,779c°ê²¼´°¥_,43.70,50000,0 
425,779c°ê²¼´°¥_,43.75,263000,0,,426,779c°ê²¼´°¥_,43.80,70000,0 
427,779H°ê²¼¹Å¸q,43.25,1000,0,,428,779H°ê²¼¹Å¸q,43.35,2000,0 
429,779H°ê²¼¹Å¸q,43.45,1000,0,,430,779H°ê²¼¹Å¸q,43.50,1000,0 
431,779H°ê²¼¹Å¸q,43.55,1000,0,,432,779H°ê²¼¹Å¸q,43.65,1000,0 
433,779P°ê²¼¤E¹©,43.30,1000,0,,434,779P°ê²¼¤E¹©,43.45,2000,0 
435,779r°ê²¼®ç°ê,43.65,5000,0,,436,779r°ê²¼®ç°ê,43.70,5000,0 
437,779V°ê²¼¤Ñ²»,43.80,1000,0,,438,8150¥x    ·s,43.30,2000,0 
439,8150¥x    ·s,43.35,5000,1000,,440,8150¥x    ·s,43.50,4000,16 
441,8150¥x    ·s,43.80,1000,0,,442,815A¥x·s°ª¶¯,43.55,2000,0 
443,815A¥x·s°ª¶¯,43.75,4000,0,,444,815A¥x·s°ª¶¯,43.80,0,1000 
445,815B¥x·s¥x¤¤,43.30,0,2000,,446,815B¥x·s¥x¤¤,43.35,2000,0 
447,815B¥x·s¥x¤¤,43.45,0,20000,,448,815B¥x·s¥x¤¤,43.50,5000,0 
449,815B¥x·s¥x¤¤,43.55,3000,0,,450,815B¥x·s¥x¤¤,43.80,2000,0 
451,815S¥x·s¤¤Ãc,43.25,1000,0,,452,815S¥x·s¤¤Ãc,43.30,1000,0 
453,8380¦w    ®õ,43.30,10000,0,,454,8380¦w    ®õ,43.50,2000,0 
455,8382¦w®õ·£±ê,43.30,1000,0,,456,8440¼¯®Ú¤j³q,43.25,42000,181000 
457,8440¼¯®Ú¤j³q,43.30,0,5000,,458,8440¼¯®Ú¤j³q,43.35,0,90000 
459,8440¼¯®Ú¤j³q,43.40,1000,61000,,460,8440¼¯®Ú¤j³q,43.45,124000,144000 
461,8440¼¯®Ú¤j³q,43.50,374,130000,,462,8440¼¯®Ú¤j³q,43.55,9000,99000 
463,8440¼¯®Ú¤j³q,43.60,0,28000,,464,8440¼¯®Ú¤j³q,43.65,0,2000 
465,8440¼¯®Ú¤j³q,43.75,5000,16000,,466,8440¼¯®Ú¤j³q,43.80,89000,16000 
467,8450±d    ©M,43.75,20000,0,,468,8450±d    ©M,43.80,20000,0 
469,8458±d©M¥x«n,43.40,10000,0,,470,8458±d©M¥x«n,43.50,10000,0 
471,845D±d©MªO¾ô,43.55,1000,0,,472,845D±d©MªO¾ô,43.80,1000,0 
473,845F±d©M¤¯·R,43.55,10000,0,,474,845J±d©M°ª¶¯,43.35,2000,0 
475,8490¸U    ®õ,43.80,0,1000,,476,8560·s    ¥ú,43.25,3000,1000 
477,8560·s    ¥ú,43.30,5000,0,,478,8560·s    ¥ú,43.35,2000,0 
479,8560·s    ¥ú,43.40,7000,0,,480,8560·s    ¥ú,43.45,2000,0 
481,8560·s    ¥ú,43.50,2000,0,,482,8560·s    ¥ú,43.55,4000,3000 
483,8560·s    ¥ú,43.60,4000,0,,484,8560·s    ¥ú,43.65,10000,0 
485,8560·s    ¥ú,43.75,10000,0,,486,8560·s    ¥ú,43.80,2000,2000 
487,8560·s    ¥ú,43.85,0,1000,,488,8561·s¥ú¥x¤¤,43.50,2000,0 
489,8561·s¥ú¥x¤¤,43.55,3000,0,,490,8562·s¥ú°ª¶¯,43.30,0,1000 
491,8563·s¥ú·s¦Ë,43.50,2000,0,,492,8564·s¥ú¥x«n,43.60,1000,0 
493,8565·s¥ú®ç¶é,43.45,10000,0,,494,8711¶§«H¥ÛµP,43.30,20000,0 
495,8840¥É    ¤s,43.35,2000,0,,496,8840¥É    ¤s,43.50,2000,0 
497,8840¥É    ¤s,43.55,6000,0,,498,8840¥É    ¤s,43.70,5000,0 
499,8841¥É¤sÂù©M,43.30,1000,0,,500,8842¥É¤s·s²ø,43.25,1000,0 
501,8842¥É¤s·s²ø,43.35,5000,0,,502,8842¥É¤s·s²ø,43.50,2000,0 
503,8842¥É¤s·s²ø,43.55,1000,0,,504,8842¥É¤s·s²ø,43.65,1000,0 
505,8843¥É¤s°ª¶¯,43.30,1000,0,,506,8843¥É¤s°ª¶¯,43.40,1000,0 
507,8843¥É¤s°ª¶¯,43.50,1000,0,,508,8846¥É¤sªO¾ô,43.30,1000,0 
509,8846¥É¤sªO¾ô,43.50,1000,0,,510,8846¥É¤sªO¾ô,43.60,2000,0 
511,8846¥É¤sªO¾ô,43.65,1000,0,,512,8846¥É¤sªO¾ô,43.70,2000,0 
513,8847¥É¤s¥x«n,43.60,0,2000,,514,8849¥É¤s¥x¤j,43.35,1000,0 
515,8849¥É¤s¥x¤j,43.55,1000,0,,516,884B¥É¤s¥x¤¤,43.50,2000,0 
