¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1314"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
53,1043»O»È¥ÁÅv,8.24,10000,0,,54,1043»O»È¥ÁÅv,8.25,10000,0 
55,1043»O»È¥ÁÅv,8.26,5000,0,,56,1043»O»È¥ÁÅv,8.27,5000,0 
57,1043»O»È¥ÁÅv,8.28,5000,0,,58,1043»O»È¥ÁÅv,8.29,5000,0 
59,1043»O»È¥ÁÅv,8.30,5000,0,,60,104A»O»È»O¤¤,8.24,163,0 
61,104A»O»È»O¤¤,8.25,2000,12000,,62,104A»O»È»O¤¤,8.26,20000,0 
63,104A»O»È»O¤¤,8.27,2000,0,,64,104A»O»È»O¤¤,8.28,10000,0 
65,104A»O»È»O¤¤,8.30,10000,0,,66,104A»O»È»O¤¤,8.31,0,2000 
67,104C»O»È°ª¶¯,8.24,5000,0,,68,104C»O»È°ª¶¯,8.25,1000,0 
69,104C»O»È°ª¶¯,8.26,5000,0,,70,104C»O»È°ª¶¯,8.29,11000,0 
71,104C»O»È°ª¶¯,8.30,0,1000,,72,104C»O»È°ª¶¯,8.32,0,10000 
73,104D»O»Èª÷¤s,8.26,5000,10000,,74,104D»O»Èª÷¤s,8.31,43000,0 
75,1110¥ø    »È,8.28,2000,0,,76,1111¥ø»È¥x¤¤,8.23,2000,0 
77,1111¥ø»È¥x¤¤,8.26,4000,0,,78,1111¥ø»È¥x¤¤,8.27,10000,0 
79,1114¥ø»È¹Å¸q,8.27,0,2000,,80,1115¥ø»È¤Ó¥­,8.30,15000,0 
81,1118¥ø»ÈÂ×­ì,8.25,5000,0,,82,1118¥ø»ÈÂ×­ì,8.26,1000,0 
83,1118¥ø»ÈÂ×­ì,8.29,3000,0,,84,1118¥ø»ÈÂ×­ì,8.30,2000,0 
85,111E¥ø»È®ç¶é,8.30,1000,0,,86,111E¥ø»È®ç¶é,8.31,0,9000 
87,111G¥ø»È®HáY,8.31,20000,0,,88,1160¤é    ²±,8.23,1000,2000 
89,1160¤é    ²±,8.25,1000,0,,90,1161¤é²±©¾§µ,8.23,1000,0 
91,1163¤é²±¥x¤¤,8.23,1000,0,,92,1163¤é²±¥x¤¤,8.24,0,2000 
93,1163¤é²±¥x¤¤,8.25,1000,0,,94,1163¤é²±¥x¤¤,8.29,5000,0 
95,1164¤é²±¤º´ò,8.25,1000,0,,96,1164¤é²±¤º´ò,8.32,0,1000 
97,1165¤é²±ªO¾ô,8.23,4000,0,,98,1165¤é²±ªO¾ô,8.25,1000,0 
99,1165¤é²±ªO¾ô,8.26,2000,0,,100,1165¤é²±ªO¾ô,8.31,0,10000 
101,1166¤é²±Âù©M,8.23,3000,0,,102,1166¤é²±Âù©M,8.26,2000,0 
103,1167¤é²±¹Å¸q,8.30,4000,0,,104,1167¤é²±¹Å¸q,8.35,1000,0 
105,1168¤é²±°ª¶¯,8.22,10000,0,,106,1168¤é²±°ª¶¯,8.26,0,21000 
107,1169¤é²±¤hªL,8.27,10000,0,,108,1169¤é²±¤hªL,8.32,10000,0 
109,116A¤é²±¤ì¬],8.22,3000,0,,110,116A¤é²±¤ì¬],8.23,3000,0 
111,116A¤é²±¤ì¬],8.24,3000,0,,112,116A¤é²±¤ì¬],8.25,3000,0 
113,116A¤é²±¤ì¬],8.26,3000,0,,114,116A¤é²±¤ì¬],8.27,3000,0 
115,116A¤é²±¤ì¬],8.28,2000,0,,116,116A¤é²±¤ì¬],8.29,4000,0 
117,116A¤é²±¤ì¬],8.30,2000,0,,118,116A¤é²±¤ì¬],8.35,0,4000 
119,116b¤é²±¶é°Ï,8.25,1000,0,,120,116B¤é²±¤¤Ãc,8.23,0,5000 
121,116B¤é²±¤¤Ãc,8.25,0,5000,,122,116B¤é²±¤¤Ãc,8.26,1000,0 
123,116B¤é²±¤¤Ãc,8.32,0,5000,,124,116C¤é²±¤K¼w,8.23,0,2000 
125,116C¤é²±¤K¼w,8.24,2000,0,,126,116C¤é²±¤K¼w,8.28,5000,15000 
127,116C¤é²±¤K¼w,8.30,3000,0,,128,116C¤é²±¤K¼w,8.31,6000,0 
129,116C¤é²±¤K¼w,8.34,1000,0,,130,116d¤é²±¤T®l,8.23,1000,0 
131,116d¤é²±¤T®l,8.24,500,0,,132,116d¤é²±¤T®l,8.25,1000,0 
133,116d¤é²±¤T®l,8.34,0,1000,,134,116e¤é²±¦Ë¥_,8.23,0,4000 
135,116E¤é²±¤T­«,8.23,0,10000,,136,116E¤é²±¤T­«,8.24,0,5000 
137,116E¤é²±¤T­«,8.30,1000,0,,138,116E¤é²±¤T­«,8.31,2000,0 
139,116E¤é²±¤T­«,8.32,2000,0,,140,116f¤é²±´_¿³,8.22,2000,0 
141,116f¤é²±´_¿³,8.25,2000,0,,142,116f¤é²±´_¿³,8.27,3000,0 
143,116f¤é²±´_¿³,8.28,1000,0,,144,116f¤é²±´_¿³,8.29,1000,0 
145,116f¤é²±´_¿³,8.30,2000,0,,146,116f¤é²±´_¿³,8.32,2000,0 
147,116f¤é²±´_¿³,8.34,2000,0,,148,116F¤é²±­ûªL,8.30,1000,10000 
149,116F¤é²±­ûªL,8.31,3000,0,,150,116g¤é²±Às¼æ,8.23,10000,0 
151,116G¤é²±´º¬ü,8.25,20000,0,,152,116i¤é²±¾ðªL,8.23,2000,0 
153,116i¤é²±¾ðªL,8.24,4000,0,,154,116i¤é²±¾ðªL,8.25,4000,0 
155,116i¤é²±¾ðªL,8.28,1000,0,,156,116i¤é²±¾ðªL,8.29,2000,0 
157,116i¤é²±¾ðªL,8.30,4000,1000,,158,116I¤é²±«n¨Ê,8.26,10000,0 
159,116I¤é²±«n¨Ê,8.27,1000,0,,160,116I¤é²±«n¨Ê,8.28,1000,0 
161,116I¤é²±«n¨Ê,8.31,10000,0,,162,116j¤é²±ÀY¥÷,8.29,10000,0 
163,116j¤é²±ÀY¥÷,8.30,1000,0,,164,116J¤é²±¤¤¤s,8.23,1000,0 
165,116J¤é²±¤¤¤s,8.32,0,2000,,166,116k¤é²±¥_°ª,8.23,0,2000 
167,116k¤é²±¥_°ª,8.29,3000,0,,168,116k¤é²±¥_°ª,8.31,0,10000 
169,116k¤é²±¥_°ª,8.32,0,3000,,170,116m¤é²±©M¬ü,8.23,0,5000 
171,116m¤é²±©M¬ü,8.25,0,2000,,172,116m¤é²±©M¬ü,8.31,2000,0 
173,116M¤é²±«ÌªF,8.25,1000,0,,174,116M¤é²±«ÌªF,8.30,15000,0 
175,116N¤é²±¥Ã±d,8.29,0,4000,,176,116N¤é²±¥Ã±d,8.30,0,4000 
177,116N¤é²±¥Ã±d,8.31,0,20000,,178,116P¤é²±«H¸q,8.25,1000,0 
179,116P¤é²±«H¸q,8.28,1000,0,,180,116P¤é²±«H¸q,8.33,1000,0 
181,116Q¤é²±¤GªL,8.26,10000,0,,182,116Q¤é²±¤GªL,8.30,1000,0 
183,116Q¤é²±¤GªL,8.31,1000,0,,184,116r¤é²±¤å¤Æ,8.28,0,16000 
185,116r¤é²±¤å¤Æ,8.29,0,158000,,186,116r¤é²±¤å¤Æ,8.30,0,214000 
187,116r¤é²±¤å¤Æ,8.31,0,25000,,188,116U¤é²±®ç¶é,8.30,2000,0 
189,116U¤é²±®ç¶é,8.31,1000,0,,190,116V¤é²±¤æ¤»,8.24,0,200 
191,116V¤é²±¤æ¤»,8.25,10000,0,,192,116V¤é²±¤æ¤»,8.27,0,1000 
193,116V¤é²±¤æ¤»,8.28,0,4000,,194,116V¤é²±¤æ¤»,8.29,10000,0 
195,116V¤é²±¤æ¤»,8.32,0,1000,,196,116W¤é²±»ñ¤s,8.26,1000,0 
197,116W¤é²±»ñ¤s,8.31,5000,0,,198,116X¤é²±©yÄõ,8.25,2000,0 
199,116Z¤é²±¤¤©M,8.28,1000,0,,200,116Z¤é²±¤¤©M,8.30,1000,0 
201,116Z¤é²±¤¤©M,8.32,0,1000,,202,1230¹ü    »È,8.26,2000,0 
203,1233¹ü»È¥x¤¤,8.24,998,0,,204,126L§»»·¥x¤¤,8.24,0,500 
205,126U§»»·À]«e,8.24,0,818,,206,126U§»»·À]«e,8.28,0,3000 
207,126X§»»··s¤Æ,8.23,2000,0,,208,126X§»»··s¤Æ,8.26,5000,0 
209,126X§»»··s¤Æ,8.30,2000,0,,210,1440¬üªL,8.23,6000,0 
211,1440¬üªL,8.24,0,3000,,212,1440¬üªL,8.25,0,2000 
213,1440¬üªL,8.26,31000,58000,,214,1440¬üªL,8.27,0,39000 
215,1440¬üªL,8.28,0,334000,,216,1440¬üªL,8.29,0,84000 
217,1440¬üªL,8.30,2000,21000,,218,1440¬üªL,8.31,51000,12000 
219,1440¬üªL,8.32,89000,15000,,220,1470¥xÆW¼¯®Ú,8.23,9000,109000 
221,1470¥xÆW¼¯®Ú,8.24,0,103000,,222,1470¥xÆW¼¯®Ú,8.25,12000,9000 
223,1470¥xÆW¼¯®Ú,8.26,0,153000,,224,1470¥xÆW¼¯®Ú,8.27,0,17000 
225,1470¥xÆW¼¯®Ú,8.28,5000,13000,,226,1470¥xÆW¼¯®Ú,8.29,28000,44000 
227,1470¥xÆW¼¯®Ú,8.30,21000,33000,,228,1470¥xÆW¼¯®Ú,8.31,30000,7000 
229,1470¥xÆW¼¯®Ú,8.32,8000,65000,,230,1470¥xÆW¼¯®Ú,8.34,0,14000 
231,1470¥xÆW¼¯®Ú,8.35,0,3000,,232,1480¬ü°Ó°ª²±,8.23,21000,0 
233,1480¬ü°Ó°ª²±,8.24,16000,0,,234,1480¬ü°Ó°ª²±,8.25,13000,0 
235,1480¬ü°Ó°ª²±,8.26,35000,0,,236,1480¬ü°Ó°ª²±,8.27,2000,0 
237,1480¬ü°Ó°ª²±,8.28,6000,0,,238,1480¬ü°Ó°ª²±,8.29,29000,0 
239,1480¬ü°Ó°ª²±,8.30,29000,0,,240,1480¬ü°Ó°ª²±,8.31,20000,0 
241,1480¬ü°Ó°ª²±,8.32,18000,0,,242,1520·ç¤h«H¶U,8.23,0,54000 
243,1520·ç¤h«H¶U,8.24,0,36000,,244,1520·ç¤h«H¶U,8.25,0,3000 
245,1520·ç¤h«H¶U,8.26,0,13000,,246,1520·ç¤h«H¶U,8.27,0,6000 
247,1520·ç¤h«H¶U,8.28,0,12000,,248,1520·ç¤h«H¶U,8.29,3000,2000 
249,1520·ç¤h«H¶U,8.30,14000,3000,,250,1520·ç¤h«H¶U,8.31,41000,8000 
251,1520·ç¤h«H¶U,8.32,41000,5000,,252,1520·ç¤h«H¶U,8.34,0,1000 
253,1520·ç¤h«H¶U,8.35,0,2000,,254,1560´ä°Ó³¥§ø,8.25,0,240000 
255,1560´ä°Ó³¥§ø,8.26,0,15000,,256,1560´ä°Ó³¥§ø,8.27,0,11000 
257,1590ªáºXÀô²y,8.23,0,9000,,258,1590ªáºXÀô²y,8.24,0,76000 
259,1590ªáºXÀô²y,8.26,0,67000,,260,1590ªáºXÀô²y,8.27,0,5000 
261,1590ªáºXÀô²y,8.28,0,16000,,262,1590ªáºXÀô²y,8.29,0,85000 
263,1590ªáºXÀô²y,8.30,0,75000,,264,1590ªáºXÀô²y,8.31,0,13000 
265,1590ªáºXÀô²y,8.32,0,61000,,266,2180¨È    ªF,8.23,1000,8000 
267,2180¨È    ªF,8.24,1000,0,,268,2180¨È    ªF,8.25,0,4000 
269,2180¨È    ªF,8.26,1000,0,,270,2180¨È    ªF,8.27,1000,0 
271,2180¨È    ªF,8.30,1000,0,,272,2180¨È    ªF,8.31,1000,0 
273,2180¨È    ªF,8.32,2000,0,,274,2180¨È    ªF,8.34,1000,0 
275,2180¨È    ªF,8.35,4000,0,,276,2181¨ÈªFªO¾ô,8.23,0,2000 
277,2181¨ÈªFªO¾ô,8.30,0,1000,,278,2181¨ÈªFªO¾ô,8.32,2000,0 
279,2184¨ÈªF·s¦Ë,8.23,3000,0,,280,5050¤j    ®i,8.24,2000,0 
281,5112´I¶©ªø¦w,8.25,1000,0,,282,5260¤j    ¼y,8.23,1000,0 
283,5262¤j¼y·¨±ö,8.23,1000,0,,284,5262¤j¼y·¨±ö,8.24,5000,0 
285,5262¤j¼y·¨±ö,8.25,3000,0,,286,5262¤j¼y·¨±ö,8.26,5000,0 
287,5262¤j¼y·¨±ö,8.28,4000,0,,288,5262¤j¼y·¨±ö,8.32,10000,0 
289,5263¤j¼y®õ¤s,8.24,0,500,,290,5263¤j¼y®õ¤s,8.31,0,10000 
291,5266¤j¼y¤¤Ãc,8.24,895,0,,292,5267¤j¼y°ò¶©,8.29,0,1000 
293,5268¤j¼y¥x«n,8.24,5000,0,,294,526A¤j¼y¤¤©M,8.23,0,2000 
295,526L¤j¼yªøºa,8.23,40000,0,,296,526L¤j¼yªøºa,8.26,1000,0 
297,5320°ª    ¾ô,8.24,1000,0,,298,5320°ª    ¾ô,8.25,2000,0 
299,5320°ª    ¾ô,8.31,20000,5000,,300,5321°ª¾ôÀs¼æ,8.24,1000,0 
301,5323°ª¾ô¤ºÃc,8.23,0,5000,,302,5323°ª¾ô¤ºÃc,8.26,7000,0 
303,5323°ª¾ô¤ºÃc,8.30,0,10000,,304,5381²Ä¤@­ûªL,8.26,3000,0 
305,5381²Ä¤@­ûªL,8.28,1000,0,,306,5382²Ä¤@¥x¤¤,8.28,1000,0 
307,5383²Ä¤@°ª¶¯,8.23,1000,0,,308,5383²Ä¤@°ª¶¯,8.24,433,0 
309,5383²Ä¤@°ª¶¯,8.30,1000,0,,310,5384²Ä¤@¥x«n,8.23,10000,0 
311,5384²Ä¤@¥x«n,8.26,5000,0,,312,5384²Ä¤@¥x«n,8.30,25000,0 
313,5384²Ä¤@¥x«n,8.31,1000,0,,314,5385²Ä¤@®ç¶é,8.24,388,0 
315,5385²Ä¤@®ç¶é,8.26,10000,0,,316,5385²Ä¤@®ç¶é,8.30,10000,0 
317,5386²Ä¤@¹ü¤Æ,8.27,5000,0,,318,5386²Ä¤@¹ü¤Æ,8.30,10000,0 
319,538A²Ä¤@·s¿³,8.23,1000,0,,320,538A²Ä¤@·s¿³,8.30,12000,0 
321,538B²Ä¤@·s¦Ë,8.35,9000,9000,,322,538C²Ä¤@¥ú´_,8.23,0,2000 
323,538C²Ä¤@¥ú´_,8.24,0,100,,324,538C²Ä¤@¥ú´_,8.26,1000,0 
325,538C²Ä¤@¥ú´_,8.29,0,2000,,326,538C²Ä¤@¥ú´_,8.32,0,21000 
327,538D²Ä¤@©¾§µ,8.25,10000,0,,328,538D²Ä¤@©¾§µ,8.28,2000,0 
329,538D²Ä¤@©¾§µ,8.29,2000,0,,330,538D²Ä¤@©¾§µ,8.33,2000,0 
331,538E²Ä¤@¦Û¥Ñ,8.31,0,10000,,332,538F²Ä¤@½_ÑL,8.24,4000,0 
333,538F²Ä¤@½_ÑL,8.25,3000,0,,334,538F²Ä¤@½_ÑL,8.26,5000,0 
335,538F²Ä¤@½_ÑL,8.28,2000,0,,336,538F²Ä¤@½_ÑL,8.30,2000,0 
337,538I²Ä¤@ÀY¥÷,8.30,0,5000,,338,538I²Ä¤@ÀY¥÷,8.31,1000,0 
339,538M²Ä¤@¹Å¸q,8.24,10000,0,,340,538N²Ä¤@Â×­ì,8.23,1000,0 
341,538P²Ä¤@¸ô¦Ë,8.24,49,0,,342,538P²Ä¤@¸ô¦Ë,8.25,2000,0 
343,538P²Ä¤@¸ô¦Ë,8.26,2000,0,,344,538P²Ä¤@¸ô¦Ë,8.28,5000,0 
345,538P²Ä¤@¸ô¦Ë,8.30,3000,0,,346,538P²Ä¤@¸ô¦Ë,8.31,5000,0 
347,538W²Ä¤@µØ¦¿,8.29,5000,0,,348,538W²Ä¤@µØ¦¿,8.30,5000,0 
349,538W²Ä¤@µØ¦¿,8.31,10000,0,,350,538W²Ä¤@µØ¦¿,8.32,20000,0 
351,5602¥Ã¿³¤ôÙõ,8.32,0,10000,,352,5603¥Ã¿³¥x¤¤,8.30,0,200000 
353,5604¥Ã¿³¤j¼[,8.24,2000,0,,354,5850²Î    ¤@,8.23,2000,0 
355,5850²Î    ¤@,8.24,0,5100,,356,5850²Î    ¤@,8.25,1000,5000 
357,5850²Î    ¤@,8.31,5000,0,,358,5850²Î    ¤@,8.35,5000,0 
359,5852²Î¤@´°«n,8.23,3000,6000,,360,5852²Î¤@´°«n,8.29,0,1000 
361,5852²Î¤@´°«n,8.30,0,4000,,362,5852²Î¤@´°«n,8.31,0,2000 
363,5853²Î¤@¤¤Ãc,8.30,14000,0,,364,5855²Î¤@¥x«n,8.23,5000,0 
365,5855²Î¤@¥x«n,8.27,0,42000,,366,5856²Î¤@¥x¤¤,8.24,0,10000 
367,5856²Î¤@¥x¤¤,8.31,0,2000,,368,5857²Î¤@·s¦Ë,8.23,1000,0 
369,5857²Î¤@·s¦Ë,8.24,1000,0,,370,5857²Î¤@·s¦Ë,8.29,1000,0 
371,5857²Î¤@·s¦Ë,8.30,32000,0,,372,5858²Î¤@¹Å¸q,8.24,0,150 
373,5858²Î¤@¹Å¸q,8.25,6000,0,,374,5858²Î¤@¹Å¸q,8.27,1000,0 
375,5859²Î¤@«ÌªF,8.23,3000,0,,376,5859²Î¤@«ÌªF,8.24,0,10000 
377,5859²Î¤@«ÌªF,8.29,2000,0,,378,5859²Î¤@«ÌªF,8.30,0,2000 
379,585A²Î¤@°ò¶©,8.23,2000,0,,380,585A²Î¤@°ò¶©,8.26,12000,20000 
381,585B²Î¤@¥Ã©M,8.23,5000,0,,382,585c²Î¤@¤¯·R,8.28,0,2000 
383,585D²Î¤@·s¥x¤¤,8.23,0,1000,,384,585D²Î¤@·s¥x¤¤,8.30,3000,0 
385,585D²Î¤@·s¥x¤¤,8.31,5000,0,,386,585D²Î¤@·s¥x¤¤,8.32,5000,0 
387,585F²Î¤@¹ü¤Æ,8.23,0,1000,,388,585F²Î¤@¹ü¤Æ,8.29,1000,0 
389,585F²Î¤@¹ü¤Æ,8.32,1000,0,,390,585g²Î¤@¥­Âí,8.25,3000,0 
391,585g²Î¤@¥­Âí,8.26,2000,0,,392,585g²Î¤@¥­Âí,8.29,3000,0 
393,585H²Î¤@®ç¶é,8.29,2000,0,,394,585H²Î¤@®ç¶é,8.30,4000,0 
395,585H²Î¤@®ç¶é,8.31,1000,0,,396,585J²Î¤@¤T­«,8.30,19000,0 
397,585J²Î¤@¤T­«,8.31,0,10000,,398,585m²Î¤@¦Ë«n,8.24,0,45000 
399,585Q²Î¤@¤T¦h,8.29,0,4000,,400,585Q²Î¤@¤T¦h,8.30,0,5000 
401,585R²Î¤@¦Á¤î,8.26,0,3000,,402,585R²Î¤@¦Á¤î,8.27,25000,0 
403,585R²Î¤@¦Á¤î,8.28,1000,0,,404,585R²Î¤@¦Á¤î,8.30,1000,0 
405,585S²Î¤@©yÄõ,8.24,3000,0,,406,585S²Î¤@©yÄõ,8.28,3000,0 
407,585S²Î¤@©yÄõ,8.30,3000,0,,408,585S²Î¤@©yÄõ,8.35,0,3000 
409,585Y²Î¤@¤g«°,8.25,1000,0,,410,585Y²Î¤@¤g«°,8.30,0,2000 
411,5860¬Õ    ·¸,8.23,0,5000,,412,5862¬Õ·¸·£±ê,8.24,20000,0 
413,5870¥ú    ¶©,8.25,4000,0,,414,5870¥ú    ¶©,8.26,1000,0 
415,5921¤¸´I°ª¶¯,8.29,1000,0,,416,5921¤¸´I°ª¶¯,8.34,5000,0 
417,5922¤¸´I·s©±,8.29,0,4000,,418,5922¤¸´I·s©±,8.30,2000,0 
419,5925¤¸´I¥x¤¤,8.24,400,0,,420,5925¤¸´I¥x¤¤,8.25,2000,0 
421,5925¤¸´I¥x¤¤,8.26,4000,0,,422,5925¤¸´I¥x¤¤,8.29,5000,0 
423,5926¤¸´I¥|ºû,8.23,0,1000,,424,5927¤¸´IªL¶é,8.24,5000,0 
425,5927¤¸´IªL¶é,8.27,0,50000,,426,5927¤¸´IªL¶é,8.29,0,35000 
427,5927¤¸´IªL¶é,8.30,10000,0,,428,5927¤¸´IªL¶é,8.32,0,15000 
429,5928¤¸´I·s²ø,8.28,0,2000,,430,5929¤¸´I¥x«n,8.23,3000,0 
431,5929¤¸´I¥x«n,8.27,2000,0,,432,592A¤¸´I½n«°,8.24,0,1000 
433,592A¤¸´I½n«°,8.25,1000,0,,434,592A¤¸´I½n«°,8.26,0,1000 
435,592A¤¸´I½n«°,8.28,1000,0,,436,592A¤¸´I½n«°,8.33,5000,0 
437,592A¤¸´I½n«°,8.35,4000,0,,438,592A¤¸´I½n«°,8.36,2000,0 
439,592b¤¸´IªO¾ô,8.28,10000,0,,440,592c¤¸´I¯Q¤é,8.25,1000,0 
441,592c¤¸´I¯Q¤é,8.28,5000,0,,442,592c¤¸´I¯Q¤é,8.29,1000,0 
443,592C¤¸´I¼é¬w,8.23,1000,0,,444,592C¤¸´I¼é¬w,8.25,20000,0 
445,592D¤¸´I¤j©÷,8.24,1000,0,,446,592D¤¸´I¤j©÷,8.26,1000,0 
447,592D¤¸´I¤j©÷,8.29,10000,0,,448,592D¤¸´I¤j©÷,8.31,7000,0 
449,592D¤¸´I¤j©÷,8.32,1000,7000,,450,592D¤¸´I¤j©÷,8.35,0,7000 
451,592E¤¸´I«°¤¤,8.26,0,5000,,452,592g¤¸´I¤¤­ì,8.27,1000,0 
453,592g¤¸´I¤¤­ì,8.28,2000,0,,454,592g¤¸´I¤¤­ì,8.29,2000,0 
455,592G¤¸´I·s¦Ë,8.25,1000,0,,456,592G¤¸´I·s¦Ë,8.29,45000,17000 
457,592G¤¸´I·s¦Ë,8.30,0,27000,,458,592G¤¸´I·s¦Ë,8.31,0,160000 
459,592G¤¸´I·s¦Ë,8.32,0,40000,,460,592G¤¸´I·s¦Ë,8.33,20000,10000 
461,592G¤¸´I·s¦Ë,8.35,0,10000,,462,592i¤¸´I¤¤´ä,8.30,2000,0 
463,592I¤¸´I¹Å¸q,8.28,0,5000,,464,592l¤¸´I¤j¸Î,8.24,0,2000 
465,592l¤¸´I¤j¸Î,8.25,5000,0,,466,592l¤¸´I¤j¸Î,8.26,3000,0 
467,592l¤¸´I¤j¸Î,8.29,3000,0,,468,592l¤¸´I¤j¸Î,8.30,10000,0 
469,592l¤¸´I¤j¸Î,8.31,0,4000,,470,592l¤¸´I¤j¸Î,8.32,0,1000 
471,592L¤¸´I¤¤Ãc,8.25,10000,0,,472,592m¤¸´I¦¨¥\,8.22,10000,0 
473,592m¤¸´I¦¨¥\,8.24,6000,0,,474,592m¤¸´I¦¨¥\,8.25,1000,0 
475,592m¤¸´I¦¨¥\,8.26,10000,0,,476,592m¤¸´I¦¨¥\,8.27,3000,6000 
477,592m¤¸´I¦¨¥\,8.28,10000,0,,478,592m¤¸´I¦¨¥\,8.29,20000,0 
479,592m¤¸´I¦¨¥\,8.30,21000,0,,480,592M¤¸´I¹ü¤Æ,8.29,5000,0 
481,592M¤¸´I¹ü¤Æ,8.32,5000,0,,482,592n¤¸´I¦èªQ,8.23,4000,0 
483,592n¤¸´I¦èªQ,8.30,3000,0,,484,592o¤¸´I·s¿³,8.30,3000,0 
485,592o¤¸´I·s¿³,8.32,1000,0,,486,592P¤¸´I¦P¤j,8.24,0,425 
487,592P¤¸´I¦P¤j,8.29,0,5000,,488,592P¤¸´I¦P¤j,8.30,0,1000 
489,592P¤¸´I¦P¤j,8.31,5000,0,,490,592P¤¸´I¦P¤j,8.32,1000,0 
491,592Q¤¸´I´°«n,8.29,0,1000,,492,592r¤¸´I«°ªF,8.23,10000,50000 
493,592u¤¸´I¥@¶T,8.25,1000,0,,494,592u¤¸´I¥@¶T,8.28,1000,0 
495,592U¤¸´I©yÄõ,8.23,0,10000,,496,592U¤¸´I©yÄõ,8.29,3000,0 
497,592v¤¸´I®ç¶é,8.28,3000,0,,498,592v¤¸´I®ç¶é,8.30,2000,0 
499,592v¤¸´I®ç¶é,8.32,0,11000,,500,592V¤¸´I¥ÁÅv,8.30,10000,0 
501,592w¤¸´I¨Î¨½,8.28,0,5000,,502,592W¤¸´I¦N§Q,8.25,1000,0 
503,592W¤¸´I¦N§Q,8.30,0,5000,,504,592W¤¸´I¦N§Q,8.31,1000,5000 
505,592W¤¸´I¦N§Q,8.35,0,15000,,506,592X¤¸´I¯ó¤Ù,8.27,2000,0 
507,592X¤¸´I¯ó¤Ù,8.28,1000,0,,508,592Y¤¸´I®H¨½,8.25,1000,0 
509,592Y¤¸´I®H¨½,8.26,0,30000,,510,592z¤¸´I¤å¤ß,8.23,1000,0 
511,592z¤¸´I¤å¤ß,8.25,1000,0,,512,592z¤¸´I¤å¤ß,8.26,1000,0 
