¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1312"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
41,1117¥ø»È¦Ë¥_,14.25,2000,0,,42,111E¥ø»È®ç¶é,14.15,0,10000 
43,111E¥ø»È®ç¶é,14.35,10000,0,,44,1160¤é    ²±,14.15,23000,1000 
45,1160¤é    ²±,14.20,2000,0,,46,1160¤é    ²±,14.30,0,1000 
47,1160¤é    ²±,14.35,203000,0,,48,1160¤é    ²±,14.40,2000,100000 
49,1160¤é    ²±,14.50,0,2000,,50,1161¤é²±©¾§µ,14.20,1000,0 
51,1161¤é²±©¾§µ,14.45,3000,0,,52,1163¤é²±¥x¤¤,14.20,1000,0 
53,1164¤é²±¤º´ò,14.20,1000,0,,54,1165¤é²±ªO¾ô,14.25,1000,0 
55,1165¤é²±ªO¾ô,14.30,2000,0,,56,1165¤é²±ªO¾ô,14.35,1000,0 
57,1165¤é²±ªO¾ô,14.40,2000,0,,58,1168¤é²±°ª¶¯,14.20,1000,0 
59,116A¤é²±¤ì¬],14.20,5000,0,,60,116A¤é²±¤ì¬],14.45,1000,0 
61,116B¤é²±¤¤Ãc,14.30,1000,0,,62,116B¤é²±¤¤Ãc,14.40,0,1000 
63,116c¤é²±Â×­ì,14.15,1000,0,,64,116c¤é²±Â×­ì,14.40,1000,0 
65,116C¤é²±¤K¼w,14.35,1000,0,,66,116C¤é²±¤K¼w,14.40,1000,10000 
67,116C¤é²±¤K¼w,14.45,0,13000,,68,116F¤é²±­ûªL,14.15,3000,0 
69,116F¤é²±­ûªL,14.20,2000,0,,70,116g¤é²±Às¼æ,14.15,1000,0 
71,116G¤é²±´º¬ü,14.20,1000,0,,72,116G¤é²±´º¬ü,14.25,1000,0 
73,116G¤é²±´º¬ü,14.35,1000,0,,74,116G¤é²±´º¬ü,14.50,0,1000 
75,116i¤é²±¾ðªL,14.15,13000,0,,76,116i¤é²±¾ðªL,14.20,0,7000 
77,116i¤é²±¾ðªL,14.25,0,5000,,78,116j¤é²±ÀY¥÷,14.25,5000,0 
79,116J¤é²±¤¤¤s,14.40,0,8000,,80,116K¤é²±ªá½¬,14.35,20000,0 
81,116K¤é²±ªá½¬,14.45,0,2000,,82,116L¤é²±¤j¼[,14.25,3000,0 
83,116m¤é²±©M¬ü,14.20,4000,0,,84,116m¤é²±©M¬ü,14.30,1000,0 
85,116r¤é²±¤å¤Æ,14.15,4000,0,,86,116r¤é²±¤å¤Æ,14.20,2000,0 
87,116r¤é²±¤å¤Æ,14.25,2000,0,,88,116S¤é²±·s²ø,14.15,5000,0 
89,116S¤é²±·s²ø,14.20,1000,3000,,90,116S¤é²±·s²ø,14.25,0,1000 
91,116S¤é²±·s²ø,14.35,1000,0,,92,116S¤é²±·s²ø,14.40,1000,0 
93,116S¤é²±·s²ø,14.50,0,20000,,94,116U¤é²±®ç¶é,14.20,1000,0 
95,116U¤é²±®ç¶é,14.35,2000,0,,96,116V¤é²±¤æ¤»,14.25,0,3000 
97,116W¤é²±»ñ¤s,14.20,1000,0,,98,116W¤é²±»ñ¤s,14.35,1000,0 
99,116X¤é²±©yÄõ,14.15,1000,0,,100,116X¤é²±©yÄõ,14.50,1000,0 
101,116Z¤é²±¤¤©M,14.40,0,2000,,102,1230¹ü    »È,14.40,0,1000 
103,1232¹ü»È¤C½å,14.45,0,2000,,104,126H§»»·¤¤©M,14.20,0,4000 
105,126H§»»·¤¤©M,14.35,0,3000,,106,126Q§»»·°ª¶¯,14.20,1000,0 
107,126Q§»»·°ª¶¯,14.30,5000,0,,108,126Q§»»·°ª¶¯,14.35,5000,0 
109,126U§»»·À]«e,14.15,0,10000,,110,126U§»»·À]«e,14.20,2000,0 
111,126U§»»·À]«e,14.30,10000,0,,112,1360´ä³Á®æ²z,14.15,0,212000 
113,1360´ä³Á®æ²z,14.20,0,113000,,114,1360´ä³Á®æ²z,14.25,0,42000 
115,1360´ä³Á®æ²z,14.30,0,137000,,116,1360´ä³Á®æ²z,14.35,0,259000 
117,1360´ä³Á®æ²z,14.40,0,141000,,118,1360´ä³Á®æ²z,14.45,0,25000 
119,1360´ä³Á®æ²z,14.50,0,5000,,120,1440¬üªL,14.15,17000,0 
121,1440¬üªL,14.20,59000,1000,,122,1440¬üªL,14.30,0,138000 
123,1440¬üªL,14.35,14000,262000,,124,1440¬üªL,14.40,327000,11000 
125,1440¬üªL,14.45,0,61000,,126,1470¥xÆW¼¯®Ú,14.15,3000,27000 
127,1470¥xÆW¼¯®Ú,14.20,0,104000,,128,1470¥xÆW¼¯®Ú,14.30,0,114000 
129,1470¥xÆW¼¯®Ú,14.35,0,73000,,130,1470¥xÆW¼¯®Ú,14.40,0,6000 
131,1470¥xÆW¼¯®Ú,14.45,0,2000,,132,1480¬ü°Ó°ª²±,14.15,0,1000 
133,1480¬ü°Ó°ª²±,14.30,0,3000,,134,1480¬ü°Ó°ª²±,14.35,0,12000 
135,1480¬ü°Ó°ª²±,14.40,0,6000,,136,1480¬ü°Ó°ª²±,14.45,0,2000 
137,1520·ç¤h«H¶U,14.15,1000,5000,,138,1520·ç¤h«H¶U,14.20,5000,36000 
139,1520·ç¤h«H¶U,14.25,1000,12000,,140,1520·ç¤h«H¶U,14.30,2000,62000 
141,1520·ç¤h«H¶U,14.35,5000,0,,142,1520·ç¤h«H¶U,14.40,64000,15000 
143,1520·ç¤h«H¶U,14.45,1000,0,,144,1560´ä°Ó³¥§ø,14.15,0,2000 
145,1560´ä°Ó³¥§ø,14.25,0,23000,,146,1570´ä°Óªk¿³,14.15,0,2000 
147,1570´ä°Óªk¿³,14.20,0,105000,,148,1570´ä°Óªk¿³,14.30,0,33000 
149,1570´ä°Óªk¿³,14.35,0,47000,,150,1570´ä°Óªk¿³,14.40,0,50000 
151,2184¨ÈªF·s¦Ë,14.30,10000,0,,152,2185¨ÈªF¥x«n,14.35,1000,0 
153,5112´I¶©ªø¦w,14.30,0,21000,,154,5261¤j¼yÄª¬w,14.25,3000,0 
155,5262¤j¼y·¨±ö,14.20,1000,0,,156,5262¤j¼y·¨±ö,14.30,1000,0 
157,5264¤j¼y°ª¶¯,14.30,0,2000,,158,5269¤j¼y¥x¤¤,14.35,0,5000 
159,526K¤j¼y´I¶¶,14.35,70000,0,,160,526L¤j¼yªøºa,14.20,0,1000 
161,5320°ª    ¾ô,14.20,5000,0,,162,5320°ª    ¾ô,14.30,1000,0 
163,5320°ª    ¾ô,14.40,35000,0,,164,5321°ª¾ôÀs¼æ,14.20,1000,0 
165,5321°ª¾ôÀs¼æ,14.40,1000,0,,166,5323°ª¾ô¤ºÃc,14.15,0,1000 
167,5380²Ä¤@ª÷ÃÒ,14.15,2000,0,,168,5380²Ä¤@ª÷ÃÒ,14.20,2000,0 
169,5380²Ä¤@ª÷ÃÒ,14.25,2000,0,,170,5381²Ä¤@­ûªL,14.25,1000,0 
171,5381²Ä¤@­ûªL,14.35,2000,0,,172,5383²Ä¤@°ª¶¯,14.15,0,10000 
173,5383²Ä¤@°ª¶¯,14.35,1000,10000,,174,5383²Ä¤@°ª¶¯,14.50,2000,0 
175,5384²Ä¤@¥x«n,14.20,1000,0,,176,5385²Ä¤@®ç¶é,14.15,22000,0 
177,5385²Ä¤@®ç¶é,14.35,4000,4000,,178,5387²Ä¤@¼ê´ò,14.20,1000,0 
179,538A²Ä¤@·s¿³,14.35,5000,0,,180,538D²Ä¤@©¾§µ,14.15,1000,0 
181,538D²Ä¤@©¾§µ,14.20,1000,0,,182,538D²Ä¤@©¾§µ,14.25,1000,0 
183,538D²Ä¤@©¾§µ,14.30,1000,0,,184,538D²Ä¤@©¾§µ,14.35,2000,0 
185,538D²Ä¤@©¾§µ,14.45,0,1000,,186,538E²Ä¤@¦Û¥Ñ,14.20,2000,0 
187,538I²Ä¤@ÀY¥÷,14.15,1000,0,,188,538I²Ä¤@ÀY¥÷,14.50,0,1000 
189,538N²Ä¤@Â×­ì,14.40,0,20000,,190,538P²Ä¤@¸ô¦Ë,14.35,0,2000 
191,538P²Ä¤@¸ô¦Ë,14.45,2000,0,,192,538W²Ä¤@µØ¦¿,14.20,3000,0 
193,538W²Ä¤@µØ¦¿,14.30,0,5000,,194,5460Ä_    ²±,14.35,0,2000 
195,5460Ä_    ²±,14.45,3000,0,,196,5460Ä_    ²±,14.50,4000,0 
197,5600¥Ã    ¿³,14.30,1000,0,,198,5602¥Ã¿³¤ôÙõ,14.35,0,20000 
199,5660¤é    ¶i,14.15,1000,0,,200,5660¤é    ¶i,14.20,32000,0 
201,5850²Î    ¤@,14.15,1000,0,,202,5851²Î¤@°ª¶¯,14.15,1000,0 
203,5853²Î¤@¤¤Ãc,14.45,5000,0,,204,5855²Î¤@¥x«n,14.35,2000,0 
205,5856²Î¤@¥x¤¤,14.20,1000,0,,206,5856²Î¤@¥x¤¤,14.30,5000,0 
207,5857²Î¤@·s¦Ë,14.25,2000,0,,208,5857²Î¤@·s¦Ë,14.50,10000,0 
209,585A²Î¤@°ò¶©,14.20,3000,0,,210,585b²Î¤@¤º´ò,14.15,3000,0 
211,585D²Î¤@·s¥x¤¤,14.35,2000,0,,212,585E²Î¤@·sÀç,14.30,0,10000 
213,585E²Î¤@·sÀç,14.45,0,6000,,214,585F²Î¤@¹ü¤Æ,14.40,1000,0 
215,585g²Î¤@¥­Âí,14.35,5000,0,,216,585I²Î¤@­ûªL,14.20,3000,0 
217,585I²Î¤@­ûªL,14.30,0,5000,,218,585J²Î¤@¤T­«,14.20,1000,0 
219,585J²Î¤@¤T­«,14.35,0,1000,,220,585J²Î¤@¤T­«,14.45,0,2000 
221,585R²Î¤@¦Á¤î,14.20,1000,0,,222,585R²Î¤@¦Á¤î,14.25,1000,0 
223,585R²Î¤@¦Á¤î,14.35,1000,0,,224,585U²Î¤@«n¨Ê,14.20,25000,0 
225,585W²Î¤@ª÷ªù,14.15,1000,40000,,226,585W²Î¤@ª÷ªù,14.20,1000,0 
227,585Y²Î¤@¤g«°,14.35,0,30000,,228,585Z²Î¤@ªQ¦¿,14.35,1000,0 
229,585Z²Î¤@ªQ¦¿,14.45,0,1000,,230,5870¥ú    ¶©,14.15,1000,0 
231,5870¥ú    ¶©,14.25,1000,0,,232,5921¤¸´I°ª¶¯,14.15,0,45000 
233,5925¤¸´I¥x¤¤,14.20,1000,0,,234,5926¤¸´I¥|ºû,14.25,1000,0 
235,5926¤¸´I¥|ºû,14.50,10000,1000,,236,5927¤¸´IªL¶é,14.20,0,10000 
237,5928¤¸´I·s²ø,14.15,2000,0,,238,592a¤¸´IªQ¼w,14.20,3000,0 
239,592A¤¸´I½n«°,14.20,21000,0,,240,592A¤¸´I½n«°,14.30,10000,0 
241,592A¤¸´I½n«°,14.35,2000,0,,242,592b¤¸´IªO¾ô,14.15,1000,0 
243,592c¤¸´I¯Q¤é,14.40,2000,0,,244,592C¤¸´I¼é¬w,14.15,0,3000 
245,592C¤¸´I¼é¬w,14.25,2000,0,,246,592D¤¸´I¤j©÷,14.15,0,100000 
247,592D¤¸´I¤j©÷,14.20,2000,0,,248,592D¤¸´I¤j©÷,14.25,1000,0 
249,592e¤¸´I¥j«F,14.35,1000,0,,250,592g¤¸´I¤¤­ì,14.35,10000,0 
251,592I¤¸´I¹Å¸q,14.15,2000,1000,,252,592I¤¸´I¹Å¸q,14.20,0,10000 
253,592l¤¸´I¤j¸Î,14.20,30000,0,,254,592m¤¸´I¦¨¥\,14.20,1000,0 
255,592m¤¸´I¦¨¥\,14.30,1000,0,,256,592m¤¸´I¦¨¥\,14.40,1000,0 
257,592M¤¸´I¹ü¤Æ,14.15,0,2000,,258,592M¤¸´I¹ü¤Æ,14.20,5000,0 
259,592P¤¸´I¦P¤j,14.30,21000,0,,260,592P¤¸´I¦P¤j,14.35,0,3000 
261,592P¤¸´I¦P¤j,14.40,30000,5000,,262,592U¤¸´I©yÄõ,14.20,0,30000 
263,592v¤¸´I®ç¶é,14.20,0,10000,,264,592w¤¸´I¨Î¨½,14.25,3000,0 
265,592W¤¸´I¦N§Q,14.15,0,4000,,266,592W¤¸´I¦N§Q,14.20,1000,0 
267,592z¤¸´I¤å¤ß,14.15,1000,0,,268,5960¤é    ­Z,14.20,10000,0 
269,5960¤é    ­Z,14.40,1000,0,,270,601d™W¨ÈøÊÂ×,14.15,3000,0 
271,601d™W¨ÈøÊÂ×,14.20,98000,0,,272,601d™W¨ÈøÊÂ×,14.35,8000,0 
273,601d™W¨ÈøÊÂ×,14.40,23000,0,,274,6110¥x¤¤»È,14.15,2000,0 
275,6110¥x¤¤»È,14.30,1000,0,,276,6114¤¤»È­ûªL,14.45,6000,0 
277,6160¤¤°ê«H°U,14.15,5000,0,,278,6161¤¤«H¤T­«,14.25,1000,0 
279,6162¤¤«H°U©¾,14.15,1000,0,,280,6163¤¤«H°U¥Ã,14.15,10000,0 
281,6163¤¤«H°U¥Ã,14.20,5000,0,,282,6163¤¤«H°U¥Ã,14.35,3000,0 
283,6164¤¤«H°U¤å,14.15,15000,0,,284,6165¤¤«H°U·s,14.20,1000,0 
285,6168¤¤«H¹Å¸q,14.40,0,1000,,286,6210·s ¦Ê ¤ý,14.15,2000,0 
287,6380¥ú    ©M,14.15,8000,0,,288,6381¥ú©M·Ë´ò,14.30,10000,0 
289,6385¥ú©Mªá¾Â,14.20,1000,0,,290,6385¥ú©Mªá¾Â,14.40,2000,0 
291,638A¥ú©M¹Å¸q,14.35,1000,0,,292,638A¥ú©M¹Å¸q,14.40,5000,0 
293,6452¥Ã¥þ¤K¼w,14.20,0,2000,,294,6452¥Ã¥þ¤K¼w,14.45,2000,0 
295,6460¤j    ©÷,14.30,1000,0,,296,6461¤j©÷¾ðªL,14.25,0,10000 
297,6461¤j©÷¾ðªL,14.35,5000,0,,298,6462¤j©÷¦w±d,14.15,1000,0 
299,6462¤j©÷¦w±d,14.20,3000,0,,300,6463¤j©÷·s¦Ë,14.40,0,2000 
301,6913¼w«H·sÀç,14.20,1000,0,,302,7000¥üÂ×,14.15,0,6000 
303,7000¥üÂ×,14.20,0,6000,,304,7000¥üÂ×,14.45,5000,0 
305,7003¥üÂ×¥x¤¤,14.25,2000,0,,306,7003¥üÂ×¥x¤¤,14.40,10000,0 
307,7005¥üÂ×¤¤´ä,14.15,11000,0,,308,7006¥üÂ×¥x«n,14.20,5000,3000 
309,7006¥üÂ×¥x«n,14.30,0,1000,,310,7008¥üÂ×¤T­«,14.20,0,20000 
311,700B¥üÂ×ªO¾ô,14.35,0,1000,,312,700F¥üÂ×ªê§À,14.40,0,20000 
313,700h¥üÂ×¤T¥Á,14.15,1000,0,,314,700h¥üÂ×¤T¥Á,14.20,2000,0 
315,700H¥üÂ×ªFªù,14.95,0,124,,316,700I¥üÂ×¥_°ª,14.40,0,10000 
317,700I¥üÂ×¥_°ª,14.45,1000,0,,318,700k¥üÂ×­ûªL,14.45,2000,0 
319,700K¥üÂ×·sÀç,14.15,1000,0,,320,700K¥üÂ×·sÀç,14.35,2000,0 
321,700L¥üÂ×¤Ñ¥À,14.15,1000,1000,,322,700L¥üÂ×¤Ñ¥À,14.25,5000,0 
323,700L¥üÂ×¤Ñ¥À,14.40,1000,0,,324,700M¥üÂ×®ç¶é,14.20,12000,0 
325,700M¥üÂ×®ç¶é,14.30,5000,0,,326,700N¥üÂ×®HáY,14.30,0,9000 
327,700N¥üÂ×®HáY,14.35,0,1000,,328,700R¥üÂ×¤p´ä,14.15,0,3000 
329,700R¥üÂ×¤p´ä,14.20,2000,0,,330,700R¥üÂ×¤p´ä,14.35,1000,0 
331,700R¥üÂ×¤p´ä,14.40,1000,0,,332,700R¥üÂ×¤p´ä,14.45,1000,0 
333,700U¥üÂ×®çÅa,14.20,1000,0,,334,700U¥üÂ×®çÅa,14.45,2000,0 
335,700W¥üÂ×«°¤¤,14.15,0,2000,,336,700W¥üÂ×«°¤¤,14.25,0,2000 
337,700Z¥üÂ×°ª¶¯,14.15,5000,0,,338,700Z¥üÂ×°ª¶¯,14.20,5000,0 
339,700Z¥üÂ×°ª¶¯,14.30,40000,0,,340,700Z¥üÂ×°ª¶¯,14.35,2000,0 
341,7030­P    ©M,14.15,0,25000,,342,7030­P    ©M,14.30,5000,0 
343,7032­P©M¨Î¨½,14.20,1000,0,,344,7034­P©Mª÷µØ,14.20,12000,0 
345,7035­P©MªFªù,14.15,1000,0,,346,7035­P©MªFªù,14.30,5000,0 
347,7036­P©M°ª¶¯,14.45,10000,0,,348,703B­P©M±R¼w,14.20,5000,0 
349,703B­P©M±R¼w,14.40,1000,0,,350,703B­P©M±R¼w,14.45,1000,0 
351,7750¥_    «°,14.20,0,140000,,352,7750¥_    «°,14.25,0,220000 
353,7750¥_    «°,14.30,50000,0,,354,7750¥_    «°,14.35,122000,0 
355,7750¥_    «°,14.40,60000,16000,,356,7750¥_    «°,14.45,70000,0 
357,7750¥_    «°,14.50,30000,0,,358,7790°ê²¼ºî¦X,14.20,3000,2000 
359,7792°ê²¼¥_§ë,14.30,10000,0,,360,7795°ê²¼«n´ä,14.15,1000,0 
361,7795°ê²¼«n´ä,14.20,3000,0,,362,779D°ê²¼¥x«n,14.35,2000,0 
363,779e°ê²¼«n¬ì,14.20,0,3000,,364,779e°ê²¼«n¬ì,14.30,3000,0 
365,779j°ê²¼©M¥­,14.15,2000,0,,366,779j°ê²¼©M¥­,14.25,1000,0 
367,779m°ê²¼¤¤´ä,14.15,0,31000,,368,779m°ê²¼¤¤´ä,14.40,30000,0 
369,779P°ê²¼¤E¹©,14.15,3000,0,,370,779P°ê²¼¤E¹©,14.35,1000,30000 
371,779r°ê²¼®ç°ê,14.15,0,1000,,372,779r°ê²¼®ç°ê,14.35,0,10000 
373,779V°ê²¼¤Ñ²»,14.35,0,14000,,374,779V°ê²¼¤Ñ²»,14.40,0,3000 
375,779V°ê²¼¤Ñ²»,14.45,0,5000,,376,779X°ê²¼¤¤©M,14.20,2000,0 
377,779X°ê²¼¤¤©M,14.25,5000,0,,378,779X°ê²¼¤¤©M,14.40,1000,0 
379,8150¥x    ·s,14.15,2000,0,,380,8150¥x    ·s,14.20,5000,0 
381,8150¥x    ·s,14.25,1000,0,,382,8150¥x    ·s,14.30,1000,2000 
383,8150¥x    ·s,14.35,1000,2000,,384,8150¥x    ·s,14.40,1000,3000 
385,8150¥x    ·s,14.45,0,51000,,386,8156¥x·s¤T¥Á,14.15,5000,1000 
387,8157¥x·s¥ª·£,14.20,10000,0,,388,8157¥x·s¥ª·£,14.40,0,160000 
389,8157¥x·s¥ª·£,14.45,2000,0,,390,8159¥x·s¥x«n,14.15,0,12000 
391,815A¥x·s°ª¶¯,14.15,0,1000,,392,815A¥x·s°ª¶¯,14.20,4000,0 
393,815A¥x·s°ª¶¯,14.25,2000,0,,394,815A¥x·s°ª¶¯,14.35,3000,0 
395,815A¥x·s°ª¶¯,14.45,0,4000,,396,815H¥x·s«ÌªF,14.35,10000,0 
397,815H¥x·s«ÌªF,14.40,1000,0,,398,815S¥x·s¤¤Ãc,14.15,20000,0 
399,815Y¥x·s·sÀç,14.20,5000,0,,400,8380¦w    ®õ,14.35,2000,0 
401,8381¦w®õ¤jµo,14.20,0,1000,,402,8382¦w®õ·£±ê,14.30,1000,0 
403,8440¼¯®Ú¤j³q,14.15,15000,21000,,404,8440¼¯®Ú¤j³q,14.20,0,212000 
405,8440¼¯®Ú¤j³q,14.25,0,123000,,406,8440¼¯®Ú¤j³q,14.30,0,37000 
407,8440¼¯®Ú¤j³q,14.35,20000,40000,,408,8440¼¯®Ú¤j³q,14.40,8000,33000 
409,8440¼¯®Ú¤j³q,14.45,159000,60000,,410,8440¼¯®Ú¤j³q,14.50,3000,0 
411,8440¼¯®Ú¤j³q,14.95,983,0,,412,8450±d    ©M,14.15,0,8000 
413,8450±d    ©M,14.20,10000,62000,,414,8455±d©M¥x¤¤,14.30,0,8000 
415,8459±d©M¹Å¸q,14.15,30000,0,,416,845D±d©MªO¾ô,14.20,1000,25000 
417,845D±d©MªO¾ô,14.40,3000,0,,418,845J±d©M°ª¶¯,14.20,3000,0 
419,845U±d©M´_¿³,14.15,2000,0,,420,8490¸U    ®õ,14.15,0,3000 
421,8490¸U    ®õ,14.20,4000,0,,422,8560·s    ¥ú,14.15,9000,5000 
423,8560·s    ¥ú,14.20,8000,0,,424,8560·s    ¥ú,14.25,1000,0 
425,8560·s    ¥ú,14.35,0,110000,,426,8560·s    ¥ú,14.40,1000,2000 
427,8560·s    ¥ú,14.45,0,2000,,428,8561·s¥ú¥x¤¤,14.25,1000,0 
429,8561·s¥ú¥x¤¤,14.40,1000,0,,430,8562·s¥ú°ª¶¯,14.30,2000,0 
431,8562·s¥ú°ª¶¯,14.35,2000,0,,432,8563·s¥ú·s¦Ë,14.15,0,2000 
433,8563·s¥ú·s¦Ë,14.40,0,1000,,434,8565·s¥ú®ç¶é,14.15,9000,0 
435,8565·s¥ú®ç¶é,14.30,1000,0,,436,8565·s¥ú®ç¶é,14.45,0,1000 
437,8581Áp¨¹°ª¶¯,14.40,2000,0,,438,8710¶§   «H,14.15,5000,0 
439,8710¶§   «H,14.30,10000,0,,440,8711¶§«H¥ÛµP,14.15,3000,0 
441,8711¶§«H¥ÛµP,14.20,3000,0,,442,8842¥É¤s·s²ø,14.20,3000,0 
443,8842¥É¤s·s²ø,14.25,1000,0,,444,8842¥É¤s·s²ø,14.40,8000,0 
445,8843¥É¤s°ª¶¯,14.15,2000,20000,,446,8843¥É¤s°ª¶¯,14.20,10000,0 
447,8843¥É¤s°ª¶¯,14.40,3000,0,,448,8843¥É¤s°ª¶¯,14.45,20000,0 
449,8843¥É¤s°ª¶¯,14.50,1000,0,,450,8843¥É¤s°ª¶¯,14.95,0,500 
451,8844¥É¤sªQ¦¿,14.25,3000,0,,452,8846¥É¤sªO¾ô,14.20,1000,0 
453,8846¥É¤sªO¾ô,14.40,5000,0,,454,8848¥É¤s¹Å¸q,14.15,2000,0 
455,8849¥É¤s¥x¤j,14.15,1000,2000,,456,8849¥É¤s¥x¤j,14.20,1000,0 
457,8849¥É¤s¥x¤j,14.35,1000,0,,458,884B¥É¤s¥x¤¤,14.15,1000,0 
459,884B¥É¤s¥x¤¤,14.20,3000,0,,460,884E¥É¤s«°¤¤,14.15,15000,0 
461,884E¥É¤s«°¤¤,14.20,2000,0,,462,884E¥É¤s«°¤¤,14.25,1000,0 
463,884E¥É¤s«°¤¤,14.30,15000,0,,464,884E¥É¤s«°¤¤,14.35,5000,0 
465,8880°ê®õºî¦X,14.15,0,1000,,466,8880°ê®õºî¦X,14.25,1000,0 
467,8880°ê®õºî¦X,14.40,10000,3000,,468,8880°ê®õºî¦X,14.45,0,15000 
469,8881°ê®õ°ª¶¯,14.20,10000,0,,470,8881°ê®õ°ª¶¯,14.25,1000,0 
471,8881°ê®õ°ª¶¯,14.40,1000,0,,472,8882°ê®õ¥x¤¤,14.15,1000,0 
473,8882°ê®õ¥x¤¤,14.20,1000,0,,474,8882°ê®õ¥x¤¤,14.30,2000,1000 
475,8882°ê®õ¥x¤¤,14.40,1000,1000,,476,8883°ê®õªQ¦¿,14.40,0,2000 
477,8884°ê®õ¥x«n,14.20,1000,0,,478,8885°ê®õ®ç¶é,14.35,0,3000 
479,8886°ê®õ·s²ø,14.20,10000,0,,480,8886°ê®õ·s²ø,14.25,2000,0 
481,8886°ê®õ·s²ø,14.35,5000,0,,482,8887°ê®õ©¾§µ,14.20,1000,0 
483,8887°ê®õ©¾§µ,14.40,1000,0,,484,8888°ê®õ´°«n,14.15,1000,0 
485,8888°ê®õ´°«n,14.20,2000,0,,486,8888°ê®õ´°«n,14.35,1000,0 
487,888A°ê®õÀ]«e,14.30,4000,0,,488,888K°ê®õªO¾ô,14.15,2000,0 
489,888K°ê®õªO¾ô,14.20,10000,0,,490,9100¸s¯q,14.40,0,2000 
491,9101¸s¯q´°«n,14.20,1000,0,,492,9105¸s¯q°ª²±,14.20,2000,0 
493,9105¸s¯q°ª²±,14.35,2000,0,,494,9105¸s¯q°ª²±,14.40,2000,0 
495,9131¸s¯q¥ÁÅv,14.25,2000,0,,496,9131¸s¯q¥ÁÅv,14.30,2000,0 
497,9131¸s¯q¥ÁÅv,14.35,2000,0,,498,9131¸s¯q¥ÁÅv,14.50,0,4000 
499,9134¸s¯q¶}¤¸,14.15,20000,0,,500,9134¸s¯q¶}¤¸,14.25,30000,0 
501,9134¸s¯q¶}¤¸,14.30,30000,0,,502,9134¸s¯q¶}¤¸,14.35,10000,0 
503,9136¸s¯q¦èªQ,14.20,1000,0,,504,9137¸s¯q¤hªL,14.15,0,7000 
505,9137¸s¯q¤hªL,14.35,0,4000,,506,9138¸s¯q¤¤´ä,14.20,0,1000 
507,9138¸s¯q¤¤´ä,14.30,0,1000,,508,9138¸s¯q¤¤´ä,14.45,0,2000 
509,913D¸s¯q¼æ¤l,14.35,50000,0,,510,913H¸s¯q«ÌªF,14.35,1000,0 
511,913I¸s¯q¸UµØ,14.20,1000,0,,512,913I¸s¯q¸UµØ,14.40,2000,0 
513,913I¸s¯q¸UµØ,14.45,3000,0,,514,9184¸s¯q¥x¤¤,14.15,0,5000 
