¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1307"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
143,5856²Î¤@¥x¤¤,24.10,3000,0,,144,585F²Î¤@¹ü¤Æ,23.55,0,1000 
145,585H²Î¤@®ç¶é,23.45,15000,0,,146,585H²Î¤@®ç¶é,23.50,15000,0 
147,585H²Î¤@®ç¶é,23.75,0,1000,,148,585I²Î¤@­ûªL,23.50,0,1000 
149,585I²Î¤@­ûªL,23.65,1000,0,,150,585W²Î¤@ª÷ªù,23.45,2000,0 
151,5925¤¸´I¥x¤¤,23.40,2000,0,,152,5925¤¸´I¥x¤¤,23.60,1000,0 
153,5925¤¸´I¥x¤¤,23.75,1000,0,,154,5929¤¸´I¥x«n,23.65,7000,0 
155,5929¤¸´I¥x«n,24.10,7000,0,,156,5929¤¸´I¥x«n,24.15,2000,0 
157,592D¤¸´I¤j©÷,23.50,0,1000,,158,592D¤¸´I¤j©÷,23.60,0,253 
159,592D¤¸´I¤j©÷,23.70,1000,0,,160,592D¤¸´I¤j©÷,23.85,1000,0 
161,592e¤¸´I¥j«F,23.50,3000,0,,162,592e¤¸´I¥j«F,23.90,1000,0 
163,592E¤¸´I«°¤¤,23.65,1000,0,,164,592N¤¸´Iªê§À,23.60,1000,0 
165,592P¤¸´I¦P¤j,23.40,0,5000,,166,592P¤¸´I¦P¤j,23.45,0,5000 
167,592P¤¸´I¦P¤j,23.50,5000,0,,168,592P¤¸´I¦P¤j,23.65,1000,0 
169,592P¤¸´I¦P¤j,23.90,5000,0,,170,592P¤¸´I¦P¤j,24.00,1000,0 
171,592v¤¸´I®ç¶é,23.40,0,1000,,172,592v¤¸´I®ç¶é,23.95,1000,0 
173,592z¤¸´I¤å¤ß,23.45,1000,0,,174,592z¤¸´I¤å¤ß,23.50,1000,0 
175,592z¤¸´I¤å¤ß,23.60,1000,0,,176,592z¤¸´I¤å¤ß,23.70,1000,0 
177,592Z¤¸´I¦w«n,23.50,1000,0,,178,5960¤é    ­Z,23.45,0,2000 
179,6012¡¹¨Èºô¸ô,23.35,1000,0,,180,6012¡¹¨Èºô¸ô,23.60,731,0 
181,601d™W¨ÈøÊÂ×,23.60,200,0,,182,601d™W¨ÈøÊÂ×,23.65,0,1000 
183,601d™W¨ÈøÊÂ×,23.75,1000,0,,184,601d™W¨ÈøÊÂ×,23.90,1000,0 
185,611A¤¤»ÈÂ×­ì,23.50,1000,0,,186,611A¤¤»ÈÂ×­ì,24.10,2000,0 
187,6161¤¤«H¤T­«,23.50,1000,0,,188,6161¤¤«H¤T­«,23.60,1000,100 
189,6161¤¤«H¤T­«,24.15,1000,0,,190,6162¤¤«H°U©¾,23.40,3000,0 
191,6163¤¤«H°U¥Ã,23.75,1000,0,,192,6164¤¤«H°U¤å,23.60,0,100 
193,6165¤¤«H°U·s,23.40,0,1000,,194,6165¤¤«H°U·s,23.45,1000,0 
195,616K¤¤«H°U°ª,23.45,1000,0,,196,616K¤¤«H°U°ª,23.50,1000,0 
197,6210·s ¦Ê ¤ý,23.65,2000,0,,198,6210·s ¦Ê ¤ý,23.75,2000,0 
199,6380¥ú    ©M,23.50,1000,0,,200,6380¥ú    ©M,23.60,1000,0 
201,6380¥ú    ©M,23.75,2000,0,,202,6382¥ú©M¥Ð¤¤,23.45,2000,0 
203,6382¥ú©M¥Ð¤¤,23.60,2000,0,,204,6382¥ú©M¥Ð¤¤,23.80,0,4000 
205,6383¥ú©M©M¬ü,23.50,0,1000,,206,638A¥ú©M¹Å¸q,23.40,1000,0 
207,638A¥ú©M¹Å¸q,23.50,1000,0,,208,6450¥Ã    ¥þ,23.60,1000,0 
209,6451¥Ã¥þ«n®r,23.45,0,2000,,210,6460¤j    ©÷,24.15,0,1000 
211,6463¤j©÷·s¦Ë,23.40,0,4000,,212,6465¤j©÷®ç¶é,23.45,9000,0 
213,7005¥üÂ×¤¤´ä,23.50,3000,0,,214,7005¥üÂ×¤¤´ä,23.80,0,3000 
215,700c¥üÂ×¥Á¥Í,23.70,0,1000,,216,700C¥üÂ×¨ÓºÖ,23.50,2000,0 
217,700f¥üÂ×³À´ä,23.60,1000,0,,218,700G¥üÂ×³Â¨§,23.45,1000,0 
219,700K¥üÂ×·sÀç,23.55,2000,0,,220,700K¥üÂ×·sÀç,23.60,1000,0 
221,700K¥üÂ×·sÀç,23.65,0,2000,,222,700K¥üÂ×·sÀç,23.70,0,1000 
223,700K¥üÂ×·sÀç,23.75,0,1000,,224,700K¥üÂ×·sÀç,23.80,1000,1000 
225,700M¥üÂ×®ç¶é,23.40,1000,0,,226,700M¥üÂ×®ç¶é,23.45,2000,0 
227,700M¥üÂ×®ç¶é,23.50,0,3000,,228,700M¥üÂ×®ç¶é,23.55,1000,0 
229,700M¥üÂ×®ç¶é,24.00,2000,4000,,230,700M¥üÂ×®ç¶é,24.05,1000,0 
231,700p¥üÂ×´_¿³,23.50,16000,0,,232,700p¥üÂ×´_¿³,24.00,0,5000 
233,700p¥üÂ×´_¿³,24.10,0,5000,,234,700p¥üÂ×´_¿³,24.15,0,5000 
235,700r¥üÂ×Ä_¦¨,23.45,0,1000,,236,700r¥üÂ×Ä_¦¨,23.70,0,1000 
237,700r¥üÂ×Ä_¦¨,23.75,0,1000,,238,700r¥üÂ×Ä_¦¨,23.85,1000,0 
239,700U¥üÂ×®çÅa,23.60,0,5000,,240,700U¥üÂ×®çÅa,23.85,0,4000 
241,700U¥üÂ×®çÅa,23.90,0,1000,,242,700V¥üÂ×·s¦Ë,23.45,0,1000 
243,700Z¥üÂ×°ª¶¯,23.40,0,2000,,244,700Z¥üÂ×°ª¶¯,23.60,1000,0 
245,7030­P    ©M,23.60,1000,0,,246,7070Â×    ¹A,23.60,2000,0 
247,7080¥Û    ¾ô,23.55,0,1000,,248,7750¥_    «°,23.50,0,1000 
249,7750¥_    «°,23.60,0,1000,,250,7790°ê²¼ºî¦X,23.45,3000,2000 
251,7790°ê²¼ºî¦X,23.50,2000,0,,252,7791°ê²¼¥xªF,23.35,1000,0 
253,7791°ê²¼¥xªF,23.45,1000,0,,254,7791°ê²¼¥xªF,23.50,1000,0 
255,7791°ê²¼¥xªF,23.60,2000,0,,256,779c°ê²¼´°¥_,23.65,1000,0 
257,779e°ê²¼«n¬ì,23.60,1000,1000,,258,779e°ê²¼«n¬ì,23.70,1000,0 
259,779J°ê²¼¥_°ª,23.55,1000,0,,260,779J°ê²¼¥_°ª,23.75,0,1000 
261,779m°ê²¼¤¤´ä,24.00,0,2000,,262,779P°ê²¼¤E¹©,23.55,1000,0 
263,779P°ê²¼¤E¹©,23.80,5000,0,,264,779P°ê²¼¤E¹©,24.00,5000,0 
265,779r°ê²¼®ç°ê,23.60,1000,0,,266,779r°ê²¼®ç°ê,23.75,1000,0 
267,779r°ê²¼®ç°ê,24.05,0,1000,,268,779V°ê²¼¤Ñ²»,23.50,1000,0 
269,779V°ê²¼¤Ñ²»,23.65,0,2000,,270,779V°ê²¼¤Ñ²»,23.95,0,1000 
271,779V°ê²¼¤Ñ²»,24.05,2000,0,,272,779z°ê²¼³Õ·R,23.50,5000,0 
273,8150¥x    ·s,23.40,2000,0,,274,8150¥x    ·s,23.50,0,3000 
275,8150¥x    ·s,23.60,2000,0,,276,8150¥x    ·s,24.00,0,10000 
277,8156¥x·s¤T¥Á,24.05,4000,1000,,278,8156¥x·s¤T¥Á,24.10,2000,0 
279,8156¥x·s¤T¥Á,24.15,4000,0,,280,8157¥x·s¥ª·£,23.40,7000,0 
281,8157¥x·s¥ª·£,23.45,6000,0,,282,8157¥x·s¥ª·£,23.55,20000,0 
283,8157¥x·s¥ª·£,23.60,1000,0,,284,8157¥x·s¥ª·£,23.70,8000,0 
285,8159¥x·s¥x«n,23.50,1000,0,,286,815A¥x·s°ª¶¯,23.75,4000,0 
287,815B¥x·s¥x¤¤,23.90,0,1000,,288,815S¥x·s¤¤Ãc,23.70,4000,0 
289,815Y¥x·s·sÀç,23.75,0,1000,,290,8382¦w®õ·£±ê,23.50,1000,0 
291,8382¦w®õ·£±ê,23.70,0,1000,,292,8440¼¯®Ú¤j³q,23.35,0,6000 
293,8440¼¯®Ú¤j³q,23.40,0,1000,,294,8440¼¯®Ú¤j³q,23.45,0,5000 
295,8440¼¯®Ú¤j³q,23.50,0,15000,,296,8440¼¯®Ú¤j³q,23.55,0,23000 
297,8440¼¯®Ú¤j³q,23.60,0,2000,,298,8440¼¯®Ú¤j³q,23.65,0,3000 
299,8440¼¯®Ú¤j³q,23.70,0,25000,,300,8440¼¯®Ú¤j³q,23.75,5000,14000 
301,8440¼¯®Ú¤j³q,23.80,9000,0,,302,8440¼¯®Ú¤j³q,23.90,2000,12000 
303,8440¼¯®Ú¤j³q,23.95,0,2000,,304,8440¼¯®Ú¤j³q,24.00,0,1000 
305,8440¼¯®Ú¤j³q,24.05,2000,0,,306,8455±d©M¥x¤¤,23.60,0,5000 
307,8458±d©M¥x«n,23.60,1000,0,,308,8459±d©M¹Å¸q,23.55,0,2000 
309,8459±d©M¹Å¸q,23.60,0,1000,,310,845A±d©M¤º´ò,23.30,4000,0 
311,845A±d©M¤º´ò,23.35,2000,0,,312,845A±d©M¤º´ò,23.45,1000,4000 
313,845A±d©M¤º´ò,23.50,2000,1000,,314,845A±d©M¤º´ò,23.55,2000,0 
315,845A±d©M¤º´ò,23.75,0,2000,,316,845D±d©MªO¾ô,23.45,0,1000 
317,845D±d©MªO¾ô,23.60,0,1000,,318,845J±d©M°ª¶¯,23.80,1000,0 
319,845U±d©M´_¿³,23.55,1000,0,,320,8560·s    ¥ú,23.40,1000,0 
321,8560·s    ¥ú,23.45,4000,3000,,322,8560·s    ¥ú,23.50,1000,0 
323,8560·s    ¥ú,23.55,3000,0,,324,8560·s    ¥ú,23.60,3000,0 
325,8560·s    ¥ú,23.80,0,2000,,326,8560·s    ¥ú,24.00,0,2000 
327,8561·s¥ú¥x¤¤,23.40,5000,0,,328,8561·s¥ú¥x¤¤,23.45,3000,0 
329,8561·s¥ú¥x¤¤,23.50,2000,0,,330,8561·s¥ú¥x¤¤,23.70,0,1000 
331,8561·s¥ú¥x¤¤,23.75,0,7000,,332,8561·s¥ú¥x¤¤,23.80,0,2000 
333,8561·s¥ú¥x¤¤,23.85,0,1000,,334,8561·s¥ú¥x¤¤,24.00,5000,1000 
335,8562·s¥ú°ª¶¯,23.60,5400,0,,336,8562·s¥ú°ª¶¯,23.75,6000,0 
337,8562·s¥ú°ª¶¯,23.80,1000,2000,,338,8562·s¥ú°ª¶¯,23.95,0,3000 
339,8562·s¥ú°ª¶¯,24.00,0,3000,,340,8563·s¥ú·s¦Ë,23.65,0,2000 
341,8564·s¥ú¥x«n,23.50,3000,3000,,342,8565·s¥ú®ç¶é,23.45,5000,0 
343,8565·s¥ú®ç¶é,23.55,0,2000,,344,8565·s¥ú®ç¶é,23.75,0,2000 
345,8565·s¥ú®ç¶é,23.80,0,3000,,346,8565·s¥ú®ç¶é,23.85,0,1000 
347,8565·s¥ú®ç¶é,24.00,0,2000,,348,8565·s¥ú®ç¶é,24.10,1000,0 
349,8711¶§«H¥ÛµP,23.65,1000,0,,350,8711¶§«H¥ÛµP,23.85,1000,0 
351,8840¥É    ¤s,23.45,2000,0,,352,8842¥É¤s·s²ø,23.40,1000,0 
353,8842¥É¤s·s²ø,23.50,0,14000,,354,8842¥É¤s·s²ø,23.55,0,12000 
355,8842¥É¤s·s²ø,23.60,0,6000,,356,8843¥É¤s°ª¶¯,23.55,1000,0 
357,8844¥É¤sªQ¦¿,23.65,0,1000,,358,8847¥É¤s¥x«n,23.30,1000,0 
359,8847¥É¤s¥x«n,23.40,2000,0,,360,8848¥É¤s¹Å¸q,23.30,1000,0 
361,8848¥É¤s¹Å¸q,23.55,2000,0,,362,884A¥É¤s¤hªL,23.50,0,9000 
363,884A¥É¤s¤hªL,23.55,0,1000,,364,884A¥É¤s¤hªL,23.65,10000,0 
365,884A¥É¤s¤hªL,23.70,1000,0,,366,884B¥É¤s¥x¤¤,23.50,2000,0 
367,884C¥É¤s«n¨Ê,23.75,1000,0,,368,884C¥É¤s«n¨Ê,24.00,0,1000 
369,884D¥É¤s¥ªÀç,23.45,3000,0,,370,884D¥É¤s¥ªÀç,23.75,10000,0 
371,884F¥É¤s®ç¶é,23.50,1000,0,,372,8881°ê®õ°ª¶¯,23.70,1000,0 
373,8881°ê®õ°ª¶¯,24.00,4000,0,,374,8882°ê®õ¥x¤¤,23.30,1000,0 
375,8882°ê®õ¥x¤¤,23.45,1000,0,,376,8882°ê®õ¥x¤¤,23.50,1000,0 
377,8882°ê®õ¥x¤¤,23.75,1000,0,,378,8882°ê®õ¥x¤¤,24.05,1000,0 
379,8883°ê®õªQ¦¿,23.50,1000,1000,,380,8884°ê®õ¥x«n,23.60,0,1000 
381,8887°ê®õ©¾§µ,23.40,60000,0,,382,8887°ê®õ©¾§µ,23.80,0,1000 
383,8888°ê®õ´°«n,23.60,1000,0,,384,8888°ê®õ´°«n,23.80,0,5000 
385,9101¸s¯q´°«n,23.50,2000,0,,386,9108¸s¯q®ü¤s,23.60,0,1000 
387,9108¸s¯q®ü¤s,24.10,0,7000,,388,9108¸s¯q®ü¤s,24.15,1000,0 
389,9131¸s¯q¥ÁÅv,23.80,1000,0,,390,913H¸s¯q«ÌªF,23.35,2000,0 
391,913H¸s¯q«ÌªF,23.40,2000,0,,392,913H¸s¯q«ÌªF,24.15,0,2000 
393,9188¸s¯q¤T¥Á,23.50,1000,0,,394,9188¸s¯q¤T¥Á,23.60,1000,0 
395,918A¸s¯q¤¤Ãc,23.45,0,3000,,396,918A¸s¯q¤¤Ãc,23.50,0,2000 
397,918B¸s¯qªO¾ô,23.50,1000,0,,398,918E¸s¯q«n¨Ê,23.50,0,1000 
399,918E¸s¯q«n¨Ê,23.70,0,2000,,400,918E¸s¯q«n¨Ê,23.80,0,1000 
401,918g¸s¯q¤j¥Ò,23.50,2000,0,,402,918g¸s¯q¤j¥Ò,23.55,2000,0 
403,918g¸s¯q¤j¥Ò,23.75,1000,0,,404,918g¸s¯q¤j¥Ò,24.10,0,1000 
405,918M¸s¯q¹Å¸q,23.50,1000,0,,406,918u¸s¯q·çÂ×,23.40,1000,0 
407,918u¸s¯q·çÂ×,23.70,2000,0,,408,918u¸s¯q·çÂ×,23.80,1000,0 
409,918W¸s¯q©¾§µ,23.50,1000,0,,410,918x¸s¯q©µ¥­,23.50,1000,0 
411,918X¸s¯q¥x¥_,23.55,2000,0,,412,918X¸s¯q¥x¥_,24.10,1000,0 
413,9202³Í°ò¤¤´ä,23.60,5000,0,,414,9202³Í°ò¤¤´ä,23.70,3000,0 
415,9202³Í°ò¤¤´ä,23.85,1000,0,,416,9202³Í°ò¤¤´ä,24.00,0,1000 
417,9205³Í°ò¤T­«,23.50,0,13000,,418,9206³Í°ò°ª¶¯,23.50,3000,0 
419,920A³Í°òªO¾ô,23.45,1000,0,,420,920C³Í°òÂù©M,23.40,0,2000 
421,920M³Í°ò©yÄõ,23.75,1000,0,,422,920V³Í°ò·s©±,23.75,1000,0 
423,9215³Í°ò°ª¬ü,23.50,1000,0,,424,9217³Í°òªQ¤s,23.50,1000,0 
425,921E³Í°ò¤T®l,23.40,0,8000,,426,921E³Í°ò¤T®l,23.45,0,5000 
427,921E³Í°ò¤T®l,23.50,5000,0,,428,921E³Í°ò¤T®l,23.65,8000,0 
429,921G³Í°ò¤­ªÑ,23.45,1000,0,,430,9223³Í°òÂ×¤¤,23.55,2000,0 
431,9223³Í°òÂ×¤¤,23.70,6000,0,,432,9227³Í°ò«°¤¤,23.40,1000,0 
433,9227³Í°ò«°¤¤,24.15,1000,0,,434,9233³Í°òªø©°,23.45,2000,0 
435,9233³Í°òªø©°,23.55,1000,0,,436,9233³Í°òªø©°,23.75,4000,0 
437,9233³Í°òªø©°,23.85,0,2000,,438,9234³Í°ò¦Ë¥_,23.50,2000,0 
439,9237³Í°ò´°¥_,23.45,0,1000,,440,9237³Í°ò´°¥_,23.50,0,1000 
441,9252³Í°ò¹Å¸q,23.60,2000,0,,442,9256³Í°ò«n®r,23.40,1000,0 
443,9256³Í°ò«n®r,24.10,0,1000,,444,9258³Í°òÃ¹ªF,23.40,1000,0 
445,9268³Í°ò¥x¥_,23.45,0,2000,,446,9274³Í°ò»ñ¤s,23.80,0,1000 
447,9278³Í°ò¥Ã±d,23.50,2000,0,,448,9278³Í°ò¥Ã±d,23.60,2000,0 
449,9278³Í°ò¥Ã±d,23.95,0,2000,,450,9281³Í°ò¤æ¤»,23.40,0,1000 
451,9285³Í°ò¤¤Ãc,23.60,0,1000,,452,9285³Í°ò¤¤Ãc,24.00,0,5000 
453,9296³Í°òÀY¥÷,23.60,10000,0,,454,9300µØ«n¥Ã©÷,23.30,1000,0 
455,9300µØ«n¥Ã©÷,23.50,1000,1000,,456,9306µØ«n¥x«n,23.75,1000,0 
457,9308µØ«n³Â¨§,23.60,0,2000,,458,9316µØ«n²H¤ô,23.95,1000,0 
459,9317µØ«nªL¤f,23.45,1000,0,,460,9319µØ«nÅaºq,24.00,2000,0 
461,9322µØ«n¤½¸Û,23.45,1000,0,,462,9323µØ«n¤p´ä,23.50,0,1000 
463,9323µØ«n¤p´ä,23.65,1000,0,,464,9332µØ«n·£±ê,23.75,0,1000 
465,9333µØ«nªø­i,23.50,1000,0,,466,9333µØ«nªø­i,23.90,1000,0 
467,9333µØ«nªø­i,24.05,0,1000,,468,9358µØ«nªF¶Õ,23.80,1000,0 
469,9359µØ«n¤¤¥¿,23.45,0,1000,,470,9359µØ«n¤¤¥¿,23.60,0,500 
471,9369µØ«n¤T­«,23.50,2000,0,,472,9604´I¨¹¶§©ú,23.60,0,1000 
473,9604´I¨¹¶§©ú,24.00,2000,0,,474,9621´I¨¹ªá½¬,23.55,2000,0 
475,9621´I¨¹ªá½¬,23.70,10000,0,,476,9622´I¨¹¶é°Ï,23.65,2000,0 
477,9624´I¨¹¦Ë¥_,23.60,0,6000,,478,9627´I¨¹¤º´ò,23.65,0,1000 
479,9634´I¨¹Ã¹ªF,24.00,2000,0,,480,9634´I¨¹Ã¹ªF,24.10,4000,0 
481,9634´I¨¹Ã¹ªF,24.15,1000,0,,482,9636´I¨¹¤¤Ãc,23.45,5000,0 
483,9636´I¨¹¤¤Ãc,23.50,2000,0,,484,9658´I¨¹«Ø°ê,23.45,1000,0 
485,9661´I¨¹·s©±,23.50,3000,0,,486,9661´I¨¹·s©±,23.60,2000,0 
487,9661´I¨¹·s©±,23.70,0,5000,,488,9665´I¨¹®ç¶é,23.40,0,10000 
489,9666´I¨¹«n¤Ù,23.55,2000,0,,490,9667´I¨¹¥x«n,23.65,0,1000 
491,9667´I¨¹¥x«n,24.10,1000,0,,492,9672´I¨¹­ûªL,23.70,0,1000 
493,9676´I¨¹¤¯·R,23.40,1000,0,,494,969C´I¨¹¥_´ä,23.45,0,1000 
495,969C´I¨¹¥_´ä,23.65,1000,0,,496,969C´I¨¹¥_´ä,23.85,0,1000 
497,969C´I¨¹¥_´ä,24.00,1000,0,,498,9801¤¸¤jªQ¦¿,23.90,1000,0 
499,980C¤¸¤j¤æ¤»,23.40,1000,0,,500,980C¤¸¤j¤æ¤»,23.45,1000,0 
501,980d¤¸¤j¨F³À,23.45,0,1000,,502,980d¤¸¤j¨F³À,23.60,0,100 
503,980D¤¸¤j¶}¤¸,23.75,5000,0,,504,980K¤¸¤j¦Ë¬ì,23.45,1000,0 
505,9817¤¸¤jªF®õ,23.50,1000,0,,506,9817¤¸¤jªF®õ,23.65,0,4000 
507,9817¤¸¤jªF®õ,23.70,0,1000,,508,981D¤¸¤j«n§ë,23.55,2000,0 
509,981D¤¸¤j«n§ë,23.60,2000,0,,510,981D¤¸¤j«n§ë,24.05,5000,0 
